Quarter,Time,Down,ToGo,Location,CLE,DAL,Detail,EPB,EPA
4,13:46,1,10,CLE 7,13,10,Brandon Weeden pass incomplete short middle intended for Ben Watson (defended by Josh Brent),-0.380,-0.780
4,13:39,2,10,CLE 7,13,10,Brandon Weeden pass complete short right to Trent Richardson for 5 yards (tackle by Brandon Carr),-0.780,-0.840
4,12:54,3,5,CLE 12,13,10,"Trent Richardson left end for 4 yards (tackle by Gerald Sensabaugh). Trent Richardson fumbles (forced by Gerald Sensabaugh), recovered by Trent Richardson at CLE-16",-0.840,-2.390
4,12:04,4,1,CLE 16,13,10,"Reggie Hodges punts 49 yards, returned by Dwayne Harris for 7 yards (tackle by Johnson Bademosi)",-2.390,-1.730
4,11:57,1,10,DAL 42,13,10,"Tony Romo pass incomplete short middle intended for Jason Witten. Penalty on Jabaal Sheard: Defensive Holding, 5 yards (no play)",1.730,2.060
4,11:50,1,10,DAL 47,13,10,Felix Jones right guard for 9 yards (tackle by Buster Skrine and D'Qwell Jackson),2.060,2.730
4,11:12,2,1,CLE 44,13,10,Tony Romo pass incomplete deep right intended for Dez Bryant (defended by Buster Skrine),2.730,2.020
4,11:04,3,1,CLE 44,13,10,Felix Jones left tackle for no gain (tackle by Ahtyba Rubin),2.020,0.330
4,10:30,4,1,CLE 44,13,10,Tony Romo pass complete short right to Lawrence Vickers for 3 yards (tackle by D'Qwell Jackson),0.330,2.850
4,9:51,1,10,CLE 41,13,10,Tony Romo pass complete short right to Lance Dunbar for no gain,2.850,2.310
4,8:53,2,10,CLE 41,13,10,Tony Romo pass complete short middle to Dez Bryant for 4 yards (tackle by Craig Robertson and Ahtyba Rubin),2.310,2.150
4,8:10,3,6,CLE 37,13,10,Tony Romo pass complete short middle to Jason Witten for 9 yards (tackle by Eric Hagg),2.150,3.710
4,7:27,1,10,CLE 28,13,10,"Tony Romo pass incomplete short right intended for Dwayne Harris. Penalty on Buster Skrine: Defensive Pass Interference, 9 yards (no play)",3.710,4.310
4,7:21,1,10,CLE 19,13,10,Tony Romo sacked by Ahtyba Rubin for -9 yards,4.310,2.550
4,6:54,2,19,CLE 28,13,16,"Tony Romo pass complete deep left to Dez Bryant for 28 yards, touchdown",2.550,7.000
4,6:54,,,CLE 2,13,17,Dan Bailey kicks extra point good,0.000,0.000
4,6:46,,,DAL 35,13,17,"Dan Bailey kicks off 71 yards, returned by Josh Cribbs for 28 yards (tackle by Danny McCray). Penalty on L.J. Fort: Offensive Holding, 10 yards",0.000,-0.350
4,6:39,1,10,CLE 12,13,17,Trent Richardson left tackle for 2 yards (tackle by Danny McCray and Anthony Spencer),-0.350,-0.610
4,6:07,2,8,CLE 14,13,17,"Brandon Weeden pass incomplete short middle intended for Ben Watson (defended by Anthony Spencer). Penalty on Jay Ratliff: Unsportsmanlike Conduct, 15 yards",-0.610,0.870
4,5:58,1,10,CLE 29,13,17,Brandon Weeden pass incomplete short right intended for Trent Richardson,0.870,0.330
4,5:52,2,10,CLE 29,13,17,"Brandon Weeden sacked by Anthony Spencer for -11 yards. Brandon Weeden fumbles (forced by Anthony Spencer), recovered by Anthony Spencer at CLE-18",0.330,-4.370
4,5:45,1,10,CLE 18,13,17,"Felix Jones left end for no gain (tackle by D'Qwell Jackson and Buster Skrine). Penalty on Mackenzy Bernadeau: Offensive Holding, 10 yards, Penalty on Lawrence Vickers: Offensive Holding (Declined) (no play)",4.370,3.710
4,5:10,1,20,CLE 28,13,17,"Tony Romo sacked by Frostee Rucker for -10 yards. Tony Romo fumbles (forced by Frostee Rucker), recovered by Craig Robertson at CLE-35 (tackle by Jermey Parnell)",3.710,-1.270
4,5:01,1,10,CLE 35,13,17,Brandon Weeden pass complete deep left to Greg Little for 17 yards (tackle by Brandon Carr),1.270,2.390
4,4:54,1,10,DAL 48,13,17,Brandon Weeden pass complete short right to Alex Smith for 2 yards (tackle by Brandon Carr),2.390,2.120
4,4:47,2,8,DAL 46,13,17,Brandon Weeden pass complete deep middle to Josh Gordon for 23 yards (tackle by Gerald Sensabaugh),2.120,4.040
4,4:10,1,10,DAL 23,13,17,Trent Richardson up the middle for 7 yards (tackle by Dan Connor and Bruce Carter),4.040,4.560
4,3:31,2,3,DAL 16,13,17,Trent Richardson right tackle for no gain (tackle by Danny McCray),4.560,3.850
4,2:46,3,3,DAL 16,13,17,Brandon Weeden pass complete short middle to Ben Watson for 10 yards (tackle by Morris Claiborne),3.850,5.830
4,2:05,1,6,DAL 6,13,17,Trent Richardson left guard for no gain (tackle by Dan Connor and Marcus R. Spears),5.830,4.950
4,2:00,2,6,DAL 6,13,17,Trent Richardson left end for 5 yards (tackle by Morris Claiborne),4.950,0.000
4,1:52,,,,13,17,Timeout #1 by Dallas Cowboys,0.000,5.170
4,1:52,3,1,DAL 1,13,17,Trent Richardson up the middle for no gain (tackle by Dan Connor),5.170,0.000
4,1:47,,,,13,17,Timeout #2 by Dallas Cowboys,0.000,3.550
4,1:47,4,1,DAL 1,13,17,Brandon Weeden pass incomplete short left intended for Jordan Cameron,3.550,0.380
4,1:42,1,10,DAL 2,13,17,Felix Jones up the middle for no gain (tackle by Phil Taylor),-0.380,0.000
4,1:38,,,,13,17,Timeout #1 by Cleveland Browns,0.000,-0.780
4,1:38,2,10,DAL 2,13,17,Felix Jones right guard for 1 yard (tackle by Usama Young),-0.780,0.000
4,1:30,,,,13,17,Timeout #2 by Cleveland Browns,0.000,-1.300
4,1:30,3,9,DAL 3,13,17,Felix Jones up the middle for 1 yard (tackle by Ahtyba Rubin),-1.300,0.000
4,1:23,,,,13,17,Timeout #3 by Cleveland Browns,0.000,-2.490
4,1:23,4,8,DAL 4,13,17,"Brian Moorman punts 49 yards, returned by Josh Cribbs for 21 yards (tackle by John Phillips). Penalty on John Phillips: Horse Collar Tackle, 15 yards",-2.490,-4.440
4,1:10,1,10,DAL 17,19,17,"Brandon Weeden pass complete deep middle to Ben Watson for 17 yards, touchdown",4.440,7.000
4,1:10,,,DAL 2,20,17,Phil Dawson kicks extra point good,0.000,0.000
4,1:07,,,CLE 35,20,17,"Phil Dawson kicks off 74 yards, touchback",0.000,0.280
4,1:07,1,10,DAL 20,20,17,Tony Romo pass complete short right to Jason Witten for 4 yards (tackle by Buster Skrine),0.280,0.270
4,1:03,2,6,DAL 24,20,17,"Tony Romo pass incomplete deep right intended for Kevin Ogletree. Penalty on T.J. Ward: Unsportsmanlike Conduct, 15 yards",0.270,1.530
4,0:57,1,10,DAL 39,20,17,Tony Romo pass incomplete short left intended for Lance Dunbar,1.530,0.990
4,0:54,2,10,DAL 39,20,17,Tony Romo pass complete short right to Miles Austin for 12 yards (tackle by Sheldon Brown),0.990,2.320
4,0:29,1,10,CLE 49,20,17,"Tony Romo pass incomplete deep left intended for Dwayne Harris. Penalty on Sheldon Brown: Defensive Pass Interference, 35 yards (no play)",2.320,4.650
4,0:23,1,10,CLE 14,20,17,Tony Romo up the middle for 5 yards (tackle by Frostee Rucker),4.650,0.000
4,0:16,,,,20,17,Timeout #3 by Dallas Cowboys,0.000,4.900
4,0:16,2,5,CLE 9,20,17,Tony Romo pass incomplete short right intended for Miles Austin,4.900,4.050
4,0:12,3,5,CLE 9,20,17,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",4.050,3.110
4,0:12,3,10,CLE 14,20,17,Tony Romo pass incomplete,3.110,2.510
4,0:06,4,10,CLE 14,20,20,Dan Bailey 32 yard field goal good,2.510,3.000
4,0:02,,,DAL 35,20,20,"Dan Bailey kicks off 28 yards, returned by Eric Hagg for 3 yards (tackle by James Hanna)",0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CLE,DAL,Detail,EPB,EPA
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the overtime kickoff.",,
OT,15:00,,,CLE 35,20,20,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,DAL 20,20,20,Tony Romo pass complete short right to Dwayne Harris for 7 yards (tackle by Sheldon Brown),0.280,0.680
OT,14:31,2,3,DAL 27,20,20,Tony Romo pass complete short right to Dez Bryant for 13 yards (tackle by Sheldon Brown),0.680,1.600
OT,13:53,1,10,DAL 40,20,20,Tony Romo sacked by Craig Robertson for -10 yards,1.600,-0.300
OT,13:21,2,20,DAL 30,20,20,Tony Romo pass complete short left to Dez Bryant for 8 yards (tackle by Johnson Bademosi),-0.300,0.100
OT,12:50,3,12,DAL 38,20,20,Tony Romo pass complete short middle to Miles Austin for 13 yards (tackle by Johnson Bademosi),0.100,2.320
OT,12:10,1,10,CLE 49,20,20,Tony Romo pass incomplete deep left intended for Miles Austin,2.320,1.780
OT,12:03,2,10,CLE 49,20,20,Tony Romo pass complete short left to Dwayne Harris for 8 yards (tackle by Johnson Bademosi),1.780,2.150
OT,11:26,3,2,CLE 41,20,20,Tony Romo pass incomplete short left intended for Dez Bryant (defended by Johnson Bademosi),2.150,0.530
OT,11:21,4,2,CLE 41,20,20,"Brian Moorman punts 31 yards, out of bounds",0.530,0.380
OT,11:14,1,10,CLE 10,20,20,Trent Richardson left end for no gain (tackle by Jay Ratliff),-0.380,-0.780
OT,10:39,2,10,CLE 10,20,20,Brandon Weeden pass incomplete short right intended for Trent Richardson,-0.780,-1.420
OT,10:33,3,10,CLE 10,20,20,Brandon Weeden pass complete short right to Josh Gordon for 6 yards (tackle by Danny McCray),-1.420,-2.390
OT,9:57,4,4,CLE 16,20,20,"Reggie Hodges punts 52 yards, returned by Dwayne Harris for 20 yards (tackle by Josh Cribbs)",-2.390,-2.390
OT,9:39,1,10,CLE 48,20,20,Tony Romo pass complete short right to Miles Austin for 9 yards (tackle by Sheldon Brown),2.390,3.060
OT,9:17,2,1,CLE 39,20,20,Lance Dunbar up the middle for 7 yards (tackle by D'Qwell Jackson),3.060,3.450
OT,8:41,1,10,CLE 32,20,20,Tony Romo pass incomplete short middle intended for Miles Austin (defended by Sheldon Brown),3.450,0.000
OT,8:35,,,,20,20,Timeout #1 by Cleveland Browns,0.000,2.900
OT,8:35,2,10,CLE 32,20,20,Tony Romo pass complete short middle to Miles Austin for 8 yards (tackle by Sheldon Brown),2.900,3.270
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
OT,7:45,3,2,CLE 24,20,20,Lance Dunbar up the middle for 3 yards (tackle by Ahtyba Rubin),3.270,0.000
OT,6:54,,,,20,20,Timeout #1 by Dallas Cowboys,0.000,4.170
OT,6:54,1,10,CLE 21,20,20,Lance Dunbar right guard for 1 yard (tackle by James-Michael Johnson),4.170,3.760
OT,6:13,2,9,CLE 20,20,23,Dan Bailey 38 yard field goal good,3.760,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
