Quarter,Time,Down,ToGo,Location,TEN,DEN,Detail,EPB,EPA
3,4:56,,,TEN 15,0,13,Brandon McManus kicks extra point good,0.000,0.000
3,4:56,,,DEN 35,0,13,"Brandon McManus kicks off 51 yards, returned by Jonnu Smith for 16 yards (tackle by Jeremiah Attaochu and Joseph Jones)",0.000,0.940
3,4:49,1,10,TEN 30,0,13,Derrick Henry left guard for -1 yards (tackle by Kareem Jackson),0.940,0.260
3,4:11,2,11,TEN 29,0,13,Ryan Tannehill pass complete short right to Corey Davis for 5 yards (tackle by Chris Harris),0.260,0.230
3,3:33,,,,,,Timeout #1 by Denver Broncos,,
3,3:33,3,6,TEN 34,0,13,"Ryan Tannehill pass complete short left to A.J. Brown for 42 yards (tackle by Justin Simmons). Penalty on A.J. Brown: Offensive Pass Interference, 10 yards (no play)",0.230,-1.090
3,3:04,3,16,TEN 24,0,13,Ryan Tannehill pass complete short left to Dion Lewis for 4 yards (tackle by Todd Davis),-1.090,-1.500
3,2:26,4,12,TEN 28,0,13,Brett Kern punts 57 yards out of bounds,-1.500,0.220
3,2:18,1,10,DEN 15,0,13,Phillip Lindsay right end for -4 yards (tackle by Wesley Woodyard). Penalty on Elijah Wilkinson: Offensive Holding (Declined),-0.220,-1.070
3,2:00,2,14,DEN 11,0,13,Joe Flacco pass complete short right to Phillip Lindsay for 2 yards (tackle by Adoree' Jackson),-1.070,-1.640
3,1:19,3,12,DEN 13,0,13,Joe Flacco pass complete short right to Fred Brown for 5 yards,-1.640,-2.240
3,0:37,4,7,DEN 18,0,13,Colby Wadman punts 38 yards out of bounds,-2.240,-1.860
3,0:30,1,10,TEN 44,0,13,Derrick Henry left end for 5 yards (tackle by Todd Davis),1.860,1.990
Quarter,Time,Down,ToGo,Location,TEN,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,TEN 49,0,13,Ryan Tannehill pass complete short left to Corey Davis for 13 yards,1.990,3.050
4,14:40,1,10,DEN 38,0,13,Ryan Tannehill sacked by DeMarcus Walker for -10 yards,3.050,1.160
4,13:52,2,20,DEN 48,0,13,"Penalty on TEN: Delay of Game, 5 yards (no play)",1.160,0.480
4,13:31,2,25,TEN 47,0,13,Ryan Tannehill pass complete short right to Adam Humphries for 7 yards (tackle by Will Parks),0.480,0.760
4,13:01,3,18,DEN 46,0,13,"Ryan Tannehill pass incomplete deep right intended for Darius Jennings. Penalty on Malik Reed: Defensive Offside, 5 yards (no play)",0.760,1.420
4,12:54,3,13,DEN 41,0,13,Ryan Tannehill pass incomplete deep left intended for Corey Davis,1.420,0.530
4,12:44,4,13,DEN 41,0,13,Brett Kern punts 38 yards downed by LeShaun Sims,0.530,0.380
4,12:37,1,10,DEN 3,0,13,"Penalty on Ronald Leary: False Start, 1 yard (no play)",-0.380,-0.420
4,12:37,1,11,DEN 2,0,13,Royce Freeman up the middle for 1 yard (tackle by Rashaan Evans),-0.420,-0.780
4,11:59,2,10,DEN 3,0,13,Joe Flacco pass incomplete short middle intended for Phillip Lindsay,-0.780,-1.420
4,11:53,3,10,DEN 3,0,13,Joe Flacco pass incomplete short left intended for Courtland Sutton,-1.420,-2.490
4,11:48,4,10,DEN 3,0,13,"Colby Wadman punts 44 yards, returned by Adam Humphries for 11 yards (tackle by Corey Nelson and Malik Reed)",-2.490,-3.180
4,11:37,1,10,DEN 36,0,13,Derrick Henry right guard for -1 yards (tackle by Alexander Johnson),3.180,2.500
4,10:59,2,11,DEN 37,0,13,Ryan Tannehill pass complete short right to Corey Davis for 18 yards (tackle by Chris Harris),2.500,4.310
4,10:40,1,10,DEN 19,0,13,Ryan Tannehill pass complete short left to Jonnu Smith for 8 yards (tackle by Justin Simmons),4.310,5.140
4,10:04,2,2,DEN 11,0,13,Derrick Henry up the middle for -2 yards (tackle by Mike Purcell),5.140,3.960
4,9:22,3,4,DEN 13,0,13,Ryan Tannehill pass incomplete short right intended for A.J. Brown (defended by Chris Harris),3.960,2.640
4,9:17,4,4,DEN 13,0,13,Ryan Tannehill sacked by DeMarcus Walker for -8 yards,2.640,-0.340
4,9:10,1,10,DEN 21,0,13,Royce Freeman up the middle for 1 yard (tackle by DaQuan Jones),0.340,-0.070
4,8:33,2,9,DEN 22,0,13,"Joe Flacco pass complete short left to Courtland Sutton for 5 yards (tackle by Logan Ryan). Courtland Sutton fumbles, ball out of bounds at DEN-27 (forced by Logan Ryan)",-0.070,-0.100
4,7:55,,,,,,Timeout #2 by Denver Broncos,,
4,7:55,3,4,DEN 27,0,13,Joe Flacco pass complete deep middle to Courtland Sutton for 18 yards (tackle by Rashaan Evans),-0.100,1.930
4,7:12,1,10,DEN 45,0,13,Phillip Lindsay up the middle for 30 yards (tackle by Kevin Byard),1.930,3.910
4,6:30,1,10,TEN 25,0,13,Royce Freeman right end for 2 yards (tackle by Wesley Woodyard),3.910,3.630
4,5:46,2,8,TEN 23,0,13,Royce Freeman left guard for 3 yards (tackle by Rashaan Evans),3.630,3.340
4,5:04,3,5,TEN 20,0,13,Joe Flacco sacked by Wesley Woodyard for -10 yards,3.340,1.410
4,4:57,,,,,,Timeout #1 by Tennessee Titans,,
4,4:57,4,15,TEN 30,0,16,Brandon McManus 48 yard field goal good,1.410,3.000
4,4:53,,,DEN 35,0,16,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,4:53,1,10,TEN 25,0,16,Ryan Tannehill pass complete short middle to Adam Humphries for 6 yards (tackle by Alexander Johnson),0.610,0.870
4,4:35,2,4,TEN 31,0,16,Ryan Tannehill pass complete short middle to Dion Lewis for 9 yards (tackle by Alexander Johnson),0.870,1.600
4,4:15,1,10,TEN 40,0,16,Ryan Tannehill pass complete short middle to Adam Humphries for 16 yards (tackle by Will Parks),1.600,2.650
4,3:50,1,10,DEN 44,0,16,Ryan Tannehill pass complete short left to A.J. Brown for 10 yards (tackle by Davontae Harris),2.650,3.310
4,3:18,1,10,DEN 34,0,16,Ryan Tannehill pass complete short right to Adam Humphries for 5 yards,3.310,3.450
4,3:12,2,5,DEN 29,0,16,Ryan Tannehill sacked by and Von Miller for -7 yards,3.450,1.820
4,2:43,3,12,DEN 36,0,16,Ryan Tannehill pass complete deep middle to Anthony Firkser for 25 yards (tackle by Justin Simmons),1.820,4.840
4,2:18,1,10,DEN 11,0,16,Ryan Tannehill up the middle for 6 yards (tackle by Alexander Johnson and Chris Harris),4.840,5.280
4,2:01,2,4,DEN 5,0,16,"Ryan Tannehill pass incomplete short left intended for Tajae Sharpe (defended by Davontae Harris). Penalty on Ben Jones: Offensive Holding, 10 yards (no play)",5.280,3.560
4,1:51,2,14,DEN 15,0,16,Ryan Tannehill sacked by Derek Wolfe for -10 yards,3.560,1.750
4,1:44,,,,,,Timeout #2 by Tennessee Titans,,
4,1:44,3,24,DEN 25,0,16,"Penalty on Taylor Lewan: False Start, 5 yards (no play)",1.750,1.090
4,1:44,3,29,DEN 30,0,16,Ryan Tannehill pass complete short left to Delanie Walker for 18 yards (tackle by Alexander Johnson),1.090,2.630
4,1:35,,,,,,Timeout #3 by Tennessee Titans,,
4,1:35,4,11,DEN 12,0,16,Ryan Tannehill pass short left intended for Delanie Walker is intercepted by Kareem Jackson at DEN-3 and returned for 24 yards,2.630,-0.740
4,1:21,1,10,DEN 27,0,16,Joe Flacco kneels for -1 yards,0.740,0.060
4,0:39,2,11,DEN 26,0,16,Joe Flacco kneels for -1 yards,0.060,-0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
