Quarter,Time,Down,ToGo,Location,DAL,NYJ,Detail,EPB,EPA
2,8:12,4,7,NYJ 29,7,0,"T.J. Conley punts 40 yards, returned by Dwayne Harris for 6 yards (tackle by Brodney Pool)",-1.440,-1.400
2,8:03,1,10,DAL 37,7,0,Tony Romo pass complete short left to Jason Witten for 12 yards (tackle by Bart Scott and Eric Smith),1.400,2.190
2,7:31,1,10,DAL 49,7,0,Felix Jones left tackle for 7 yards (tackle by David Harris),2.190,2.590
2,6:57,2,3,NYJ 44,7,0,Felix Jones right guard for 5 yards (tackle by Calvin Pace),2.590,2.980
2,6:17,1,10,NYJ 39,7,0,Tony Romo pass complete short left to Miles Austin for 12 yards (tackle by Eric Smith),2.980,3.780
2,5:42,1,10,NYJ 27,7,0,DeMarco Murray right tackle for no gain (tackle by Calvin Pace),3.780,3.230
2,5:01,2,10,NYJ 27,7,0,Tony Romo pass complete short middle to Miles Austin for 11 yards (tackle by Jim Leonhard),3.230,4.510
2,4:18,1,10,NYJ 16,7,0,Tony Romo pass incomplete deep right intended for Miles Austin,4.510,3.900
2,4:11,2,10,NYJ 16,7,0,Tony Romo pass complete short left to Jason Witten for no gain,3.900,3.080
2,3:26,3,10,NYJ 16,7,0,Tony Romo pass incomplete short right intended for Dez Bryant,3.080,2.380
2,3:19,4,10,NYJ 16,10,0,Dan Bailey 34 yard field goal good,2.380,3.000
2,,,,DAL 35,10,0,"David Buehler kicks off 74 yards, returned by Antonio Cromartie for 22 yards (tackle by Jesse Holley)",0.000,-0.320
2,3:11,1,10,NYJ 13,10,0,Mark Sanchez pass complete deep right to Santonio Holmes for 17 yards (tackle by Alan Ball),-0.320,0.940
2,2:27,1,10,NYJ 30,10,0,LaDainian Tomlinson up the middle for 3 yards (tackle by Sean Lee and DeMarcus Ware),0.940,0.800
2,2:00,2,7,NYJ 33,10,0,Mark Sanchez pass complete short right to Dustin Keller for 11 yards (tackle by Sean Lee),0.800,1.860
2,1:36,1,10,NYJ 44,10,0,Mark Sanchez pass complete short left to LaDainian Tomlinson for 9 yards,1.860,2.530
2,1:30,2,1,DAL 47,10,0,Mark Sanchez sacked by DeMarcus Ware for -6 yards,2.530,1.030
2,1:04,3,7,NYJ 47,10,0,Mark Sanchez pass complete short right to Dustin Keller for 17 yards (tackle by Gerald Sensabaugh),1.030,3.180
2,0:58,1,10,DAL 36,10,0,Mark Sanchez pass complete short right to LaDainian Tomlinson for 32 yards (tackle by Gerald Sensabaugh),3.180,6.280
2,0:48,,,,10,0,Timeout #1 by New York Jets,0.000,6.280
2,0:48,1,4,DAL 4,10,0,Mark Sanchez pass incomplete short right intended for Derrick Mason,6.280,5.340
2,0:44,2,4,DAL 4,10,6,"Mark Sanchez pass complete short right to Dustin Keller for 4 yards, touchdown",5.340,7.000
2,,,,DAL 2,10,7,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 35,10,7,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
2,0:36,1,10,DAL 20,10,7,Tony Romo kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DAL,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,10,7,"David Buehler kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NYJ 20,10,7,Shonn Greene left guard for -2 yards (tackle by Jason Hatcher and Sean Lee),0.280,-0.630
3,15:00,2,12,NYJ 18,10,7,"Penalty on Jason Hatcher: Encroachment, 5 yards (no play)",-0.630,0.140
3,14:05,2,7,NYJ 23,10,7,Mark Sanchez pass complete short right to Derrick Mason for 5 yards (tackle by Barry Church),0.140,0.100
3,13:27,3,2,NYJ 28,10,7,Mark Sanchez pass complete short right to Derrick Mason for 1 yard (tackle by Alan Ball),0.100,-1.440
3,12:54,4,1,NYJ 29,10,7,"T.J. Conley punts 44 yards, fair catch by Dwayne Harris",-1.440,-0.740
3,12:45,1,10,DAL 27,10,7,Tony Romo pass complete short left to Felix Jones for 2 yards (tackle by Bryan Thomas),0.740,0.470
3,12:06,2,8,DAL 29,10,7,Felix Jones right end for 2 yards (tackle by Darrelle Revis),0.470,0.040
3,11:21,3,6,DAL 31,10,7,Tony Romo pass complete short right to Kevin Ogletree for 7 yards (tackle by Darrelle Revis),0.040,1.470
3,10:46,1,10,DAL 38,10,7,Felix Jones left end for 6 yards (tackle by Bryan Thomas),1.470,1.730
3,10:13,2,4,DAL 44,10,7,Kevin Ogletree left end for 7 yards (tackle by Darrelle Revis),1.730,2.320
3,9:36,1,10,NYJ 49,10,7,Tony Romo pass complete short left to DeMarco Murray for 13 yards (tackle by David Harris),2.320,3.180
3,8:56,1,10,NYJ 36,10,7,DeMarco Murray right tackle for no gain (tackle by David Harris),3.180,2.640
3,8:15,2,10,NYJ 36,16,7,"Tony Romo pass complete deep right to Miles Austin for 36 yards, touchdown",2.640,7.000
3,,,,NYJ 2,17,7,Dan Bailey kicks extra point good,0.000,0.000
3,,,,DAL 35,17,7,"David Buehler kicks off 72 yards, returned by Joe McKnight for 27 yards (tackle by Barry Church)",0.000,0.280
3,8:00,1,10,NYJ 20,17,7,Mark Sanchez pass complete deep left to Jeff Cumberland for 33 yards,0.280,2.460
3,7:27,1,10,DAL 47,17,7,Shonn Greene right tackle for 4 yards (tackle by DeMarcus Ware),2.460,2.450
3,6:52,2,6,DAL 43,17,7,Mark Sanchez pass complete short middle to Dustin Keller for 10 yards (tackle by Keith Brooking),2.450,3.380
3,6:15,1,10,DAL 33,17,7,Mark Sanchez pass incomplete deep left intended for Plaxico Burress,3.380,2.840
3,6:09,2,10,DAL 33,17,7,Mark Sanchez pass complete short middle to Santonio Holmes for 6 yards (tackle by Abram Elam),2.840,2.940
3,5:30,3,4,DAL 27,17,7,Mark Sanchez pass complete short left to LaDainian Tomlinson for 7 yards (tackle by Mike Jenkins),2.940,4.240
3,5:00,1,10,DAL 20,17,7,Shonn Greene right tackle for 4 yards (tackle by Keith Brooking),4.240,4.280
3,4:20,2,6,DAL 16,17,7,Mark Sanchez pass incomplete short middle intended for Dustin Keller (defended by Keith Brooking),4.280,3.520
3,4:14,3,6,DAL 16,17,7,Mark Sanchez pass incomplete deep middle intended for Dustin Keller,3.520,2.400
3,4:06,4,6,DAL 16,17,10,Nick Folk 34 yard field goal good,2.400,3.000
3,,,,NYJ 35,17,10,"Nick Folk kicks off 68 yards, returned by DeMarco Murray for 14 yards (tackle by Isaiah Trufant)",0.000,-0.370
3,3:56,1,10,DAL 11,17,10,Tony Romo right end for 7 yards (tackle by Ropati Pitoitua),-0.370,0.000
3,3:09,2,3,DAL 18,17,10,Tony Romo pass complete short left to John Phillips for 7 yards (tackle by Eric Smith),0.000,0.610
3,2:31,1,10,DAL 25,17,10,Tony Romo pass complete short right to Felix Jones for 19 yards (tackle by Eric Smith),0.610,1.860
3,1:50,1,10,DAL 44,17,10,Tony Romo pass incomplete short right intended for Felix Jones,1.860,1.320
3,1:46,2,10,DAL 44,17,10,Felix Jones right end for 3 yards (tackle by Marcus Dixon),1.320,1.030
3,1:02,3,7,DAL 47,17,10,Tony Romo pass incomplete short right intended for Dez Bryant,1.030,-0.260
3,0:58,4,7,DAL 47,17,10,"Mat McBriar punts 43 yards, fair catch by Jeremy Kerley",-0.260,0.380
3,0:49,1,10,NYJ 10,17,10,Mark Sanchez pass complete deep middle to Plaxico Burress for 18 yards (tackle by Gerald Sensabaugh),-0.380,0.810
3,0:07,1,10,NYJ 28,17,10,Mark Sanchez pass incomplete short middle intended for Dustin Keller is intercepted by Sean Lee at NYJ-38 and returned for 37 yards (tackle by D'Brickashaw Ferguson),0.810,-6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,DAL,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,NYJ 1,17,10,Tony Romo pass incomplete short right intended for Jason Witten,6.970,5.910
4,14:55,2,1,NYJ 1,23,10,"Felix Jones left end for 1 yard, touchdown",5.910,7.000
4,,,,NYJ 2,24,10,Dan Bailey kicks extra point good,0.000,0.000
4,,,,DAL 35,24,10,"David Buehler kicks off 59 yards, returned by Antonio Cromartie for 10 yards (tackle by Danny McCray)",0.000,-0.140
4,14:46,1,10,NYJ 16,24,10,Shonn Greene right tackle for -1 yards (tackle by Kenyon Coleman and Sean Lissemore),-0.140,-0.780
4,14:04,2,11,NYJ 15,24,10,Mark Sanchez pass complete short middle to Santonio Holmes for 28 yards (tackle by Abram Elam),-0.780,1.800
4,13:33,1,10,NYJ 43,24,10,Mark Sanchez pass complete short right to Derrick Mason for 13 yards (tackle by Abram Elam),1.800,2.650
4,13:33,1,10,DAL 44,24,10,Mark Sanchez pass complete short right to LaDainian Tomlinson for 11 yards (tackle by Alan Ball),2.650,3.380
4,12:37,1,10,DAL 33,24,10,LaDainian Tomlinson left guard for 7 yards (tackle by Sean Lee),3.380,3.780
4,12:09,2,3,DAL 26,24,10,Mark Sanchez pass incomplete deep left intended for Plaxico Burress (defended by Bryan McCann),3.780,3.070
4,12:03,3,3,DAL 26,24,16,"Mark Sanchez pass complete deep left to Plaxico Burress for 26 yards, touchdown",3.070,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,DAL 2,24,17,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,24,17,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
4,11:56,1,10,DAL 20,24,17,Tony Romo pass complete short right to Jason Witten for 11 yards,0.280,1.000
4,11:21,1,10,DAL 31,24,17,Felix Jones left tackle for 2 yards (tackle by Muhammad Wilkerson),1.000,0.730
4,10:36,2,8,DAL 33,24,17,Tony Romo pass complete deep left to Jason Witten for 64 yards (tackle by Jim Leonhard),0.730,6.510
4,10:00,,,,24,17,Timeout #1 by Dallas Cowboys,0.000,6.510
4,10:00,1,3,NYJ 3,24,17,Felix Jones right tackle for 1 yard (tackle by Bart Scott),6.510,5.720
4,9:15,2,2,NYJ 2,24,17,Tony Romo pass incomplete short right intended for Miles Austin,5.720,4.950
4,9:12,3,2,NYJ 2,24,17,"Tony Romo sacked by Mike DeVito for -1 yards. Tony Romo fumbles (forced by Mike DeVito), recovered by Sione Pouha at NYJ-3 (tackle by Tyron Smith)",4.950,0.380
4,8:59,1,10,NYJ 3,24,17,Shonn Greene left guard for 6 yards (tackle by Jay Ratliff),-0.380,-0.340
4,8:15,2,4,NYJ 9,24,17,Mark Sanchez pass complete deep middle to Plaxico Burress for 26 yards (tackle by Alan Ball),-0.340,1.270
4,7:59,1,10,NYJ 35,24,17,Mark Sanchez pass incomplete short left intended for Plaxico Burress,1.270,0.720
4,7:33,2,10,NYJ 35,24,17,LaDainian Tomlinson up the middle for no gain (tackle by Sean Lee),0.720,0.040
4,6:52,3,10,NYJ 35,24,17,Mark Sanchez pass complete deep right to Dustin Keller for 19 yards (tackle by Sean Lee),0.040,2.520
4,6:52,1,10,DAL 46,24,17,"Mark Sanchez sacked by Danny McCray for 0 yards. Mark Sanchez fumbles (forced by Danny McCray), recovered by Sean Lee at NYJ-47 (tackle by LaDainian Tomlinson)",2.520,-2.460
4,6:08,1,10,NYJ 47,24,17,Felix Jones left tackle for -2 yards (tackle by Bryan Thomas),2.460,1.640
4,5:24,2,12,NYJ 49,24,17,Tony Romo pass incomplete deep right intended for Miles Austin,1.640,0.960
4,5:18,3,12,NYJ 49,24,17,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",0.960,0.300
4,5:18,3,17,DAL 46,24,17,"Penalty on Tyron Smith: False Start, 5 yards (no play)",0.300,-0.360
4,5:18,3,22,DAL 41,24,17,Tony Romo pass incomplete deep left intended for Dez Bryant (defended by Darrelle Revis),-0.360,-0.650
4,5:08,4,22,DAL 41,24,23,"Mat McBriar punts, blocked by Joe McKnight, recovered by Isaiah Trufant and returned 18 yards, touchdown",-0.650,-7.000
4,,,,DAL 2,24,24,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 35,24,24,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
4,5:00,1,10,DAL 20,24,24,Tony Romo pass complete short right to John Phillips for 12 yards (tackle by Bart Scott),0.280,1.070
4,4:24,1,10,DAL 32,24,24,Felix Jones left end for 8 yards (tackle by Sione Pouha),1.070,1.610
4,3:38,2,2,DAL 40,24,24,Felix Jones left end for 1 yard (tackle by Bart Scott),1.610,1.030
4,2:53,3,1,DAL 41,24,24,Tashard Choice left guard for no gain (tackle by Bart Scott),1.030,-0.650
4,2:30,4,1,DAL 41,24,24,"Mat McBriar punts 59 yards, touchback",-0.650,-0.280
4,2:16,1,10,NYJ 20,24,24,Mark Sanchez pass complete short left to Plaxico Burress for 2 yards (tackle by Mike Jenkins),0.280,0.000
4,2:00,2,8,NYJ 22,24,24,Mark Sanchez pass incomplete deep right intended for Derrick Mason,0.000,-0.690
4,1:55,3,8,NYJ 22,24,24,Mark Sanchez pass complete short right to LaDainian Tomlinson for 9 yards (tackle by Sean Lee),-0.690,1.000
4,1:28,1,10,NYJ 31,24,24,Mark Sanchez pass incomplete short right intended for Santonio Holmes,1.000,0.460
4,1:23,2,10,NYJ 31,24,24,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,0.460,-0.230
4,1:19,3,10,NYJ 31,24,24,Mark Sanchez sacked by Anthony Spencer for -2 yards,-0.230,-1.440
4,1:10,,,,24,24,Timeout #2 by Dallas Cowboys,0.000,-1.440
4,1:10,4,12,NYJ 29,24,24,"T.J. Conley punts 41 yards, returned by Dwayne Harris for 11 yards (tackle by Nick Bellore)",-1.440,-1.660
4,0:59,1,10,DAL 41,24,24,Tony Romo pass incomplete short right intended for Dez Bryant is intercepted by Darrelle Revis at NYJ-46 and returned for 20 yards (tackle by Doug Free),1.660,-3.310
4,0:49,1,10,DAL 34,24,24,Shonn Greene up the middle for 2 yards (tackle by Sean Lee),3.310,3.040
4,0:41,,,,24,24,Timeout #1 by New York Jets,0.000,3.040
4,0:41,2,8,DAL 32,24,24,Mark Sanchez pass incomplete short right intended for Derrick Mason (defended by Alan Ball),3.040,2.350
4,0:37,3,8,DAL 32,24,24,Mark Sanchez pass incomplete short left intended for Plaxico Burress (defended by Mike Jenkins),2.350,1.240
4,0:32,4,8,DAL 32,24,27,Nick Folk 50 yard field goal good,1.240,3.000
4,,,,NYJ 35,24,27,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
4,0:27,1,10,DAL 20,24,27,"Tony Romo pass complete short left to Miles Austin for 22 yards (tackle by Brodney Pool). Penalty on Jason Witten: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
4,0:19,1,20,DAL 10,24,27,Tony Romo pass incomplete short right intended for Jason Witten,-0.760,-1.510
4,0:14,2,20,DAL 10,24,27,Tony Romo pass complete deep left to Miles Austin for 24 yards,-1.510,1.200
4,0:08,,,,24,27,Timeout #2 by New York Jets,0.000,1.200
4,0:08,1,10,DAL 34,24,27,"Tony Romo pass incomplete short right intended for Dez Bryant. Tony Romo fumbles, recovered by Tony Romo at DAL-34",1.200,0.660
4,0:03,,,,24,27,Timeout #3 by New York Jets,0.000,0.660
4,0:03,2,10,DAL 34,24,27,"Tony Romo pass complete short left to Miles Austin for 7 yards, lateral to Jamaal Westerman for no gain (tackle by Dez Bryant). Felix Jones fumbles, recovered by Jamaal Westerman at DAL-31 (tackle by Dez Bryant)",0.660,0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
