Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
1,0:23,,,NYG 35,3,3,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
1,0:23,1,10,JAX 25,3,3,Leonard Fournette right guard for 7 yards (tackle by Janoris Jenkins and Lorenzo Carter),0.610,1.010
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,JAX 32,3,3,Leonard Fournette left guard for 6 yards (tackle by Mario Edwards),1.010,1.470
2,14:25,1,10,JAX 38,3,3,Leonard Fournette right guard for 3 yards (tackle by Mario Edwards),1.470,1.330
2,13:46,2,7,JAX 41,3,3,Blake Bortles up the middle for 3 yards (tackle by Kareem Martin and Damon Harrison),1.330,1.020
2,13:02,3,4,JAX 44,3,3,Blake Bortles pass complete short middle to T.J. Yeldon for 7 yards (tackle by Kerry Wynn and Ray-Ray Armstrong),1.020,2.320
2,12:32,1,10,NYG 49,3,3,Blake Bortles pass complete short left to Dede Westbrook for 4 yards (tackle by Janoris Jenkins),2.320,2.320
2,11:49,2,6,NYG 45,3,3,Leonard Fournette left end for 5 yards (tackle by Landon Collins),2.320,2.280
2,11:11,3,1,NYG 40,3,3,Blake Bortles pass complete short right to Leonard Fournette for 3 yards (tackle by Eli Apple),2.280,3.120
2,10:40,1,10,NYG 37,3,3,T.J. Yeldon up the middle for 3 yards (tackle by Dalvin Tomlinson and B.J. Hill),3.120,2.980
2,10:05,2,7,NYG 34,3,3,Blake Bortles pass complete short right to Austin Seferian-Jenkins for 13 yards (tackle by B.W. Webb),2.980,4.170
2,9:31,1,10,NYG 21,3,3,Blake Bortles pass complete short middle to Keelan Cole for 10 yards (tackle by Michael Thomas),4.170,4.840
2,8:55,1,10,NYG 11,3,3,Leonard Fournette left guard for 1 yard (tackle by Kerry Wynn),4.840,4.320
2,8:18,2,9,NYG 10,3,3,"Blake Bortles pass complete short right to Austin Seferian-Jenkins for 10 yards. Penalty on Andrew Norwell: Illegal Use of Hands, 11 yards (no play)",4.320,2.940
2,8:10,2,20,NYG 21,3,3,Blake Bortles pass incomplete deep left intended for Niles Paul (defended by Janoris Jenkins),2.940,2.280
2,8:03,3,20,NYG 21,3,3,Blake Bortles pass complete short right to Leonard Fournette for no gain (tackle by Alec Ogletree),2.280,2.060
2,7:22,4,20,NYG 21,6,3,Josh Lambo 39 yard field goal good,2.060,3.000
2,7:19,,,JAX 35,6,3,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
2,7:18,1,10,NYG 25,6,3,"Eli Manning pass incomplete deep left intended for Evan Engram. Penalty on Evan Engram: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
2,7:12,1,20,NYG 15,6,3,Eli Manning pass complete short left to Wayne Gallman for -1 yards (tackle by Abry Jones),-0.410,-1.540
2,6:32,2,21,NYG 14,6,3,Eli Manning pass complete short middle to Sterling Shepard for 5 yards (tackle by Myles Jack),-1.540,-1.510
2,5:50,3,16,NYG 19,6,3,Eli Manning pass complete short left to Odell Beckham for 7 yards (tackle by Telvin Smith),-1.510,-1.630
2,5:27,4,9,NYG 26,6,3,Riley Dixon punts 31 yards out of bounds,-1.630,-1.800
2,5:18,1,10,JAX 43,6,3,Blake Bortles pass complete deep middle to Dede Westbrook for 20 yards (tackle by Curtis Riley),1.800,3.120
2,4:47,1,10,NYG 37,6,3,Blake Bortles pass complete deep left to Dede Westbrook for 17 yards (tackle by Janoris Jenkins),3.120,4.240
2,4:12,1,10,NYG 20,6,3,T.J. Yeldon right tackle for 4 yards (tackle by Ray-Ray Armstrong),4.240,4.280
2,3:31,2,6,NYG 16,6,3,T.J. Yeldon right tackle for 15 yards (tackle by Curtis Riley),4.280,6.970
2,2:47,1,1,NYG 1,12,3,"Blake Bortles pass complete short right to T.J. Yeldon for 1 yard, touchdown",6.970,7.000
2,2:42,,,NYG 15,13,3,Josh Lambo kicks extra point good,0.000,0.000
2,2:42,,,JAX 35,13,3,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
2,2:42,1,10,NYG 25,13,3,Saquon Barkley left guard for -1 yards (tackle by Calais Campbell),0.610,-0.070
2,2:18,2,11,NYG 24,13,3,Eli Manning pass complete short middle to Sterling Shepard for 12 yards (tackle by Tashaun Gipson),-0.070,1.330
2,2:00,1,10,NYG 36,13,3,Eli Manning sacked by Lerentee McCray for -7 yards,1.330,-0.160
2,1:33,2,17,NYG 29,13,3,Eli Manning pass complete short middle to Sterling Shepard for 5 yards (tackle by Myles Jack),-0.160,-0.160
2,1:26,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:26,3,12,NYG 34,13,3,Eli Manning pass complete deep right to Sterling Shepard for 16 yards (tackle by Tashaun Gipson),-0.160,2.260
2,1:20,1,10,NYG 50,13,3,"Eli Manning pass incomplete deep right intended for Odell Beckham. Penalty on Barry Church: Defensive Pass Interference, 30 yards (no play)",2.260,4.240
2,1:13,1,10,JAX 20,13,3,Saquon Barkley up the middle for 1 yard (tackle by Telvin Smith and Myles Jack),4.240,3.820
2,0:50,2,9,JAX 19,13,3,Eli Manning sacked by Calais Campbell for -7 yards,3.820,2.210
2,0:25,,,,,,Timeout #2 by New York Giants,,
2,0:25,3,16,JAX 26,13,3,"Eli Manning pass incomplete deep right intended for Odell Beckham. Penalty on Jalen Ramsey: Defensive Pass Interference, 15 yards (no play)",2.210,4.840
2,0:20,1,10,JAX 11,13,3,Eli Manning pass complete short left to Odell Beckham for -2 yards (tackle by Jalen Ramsey),4.840,3.830
2,0:11,,,,,,Timeout #3 by New York Giants,,
2,0:11,2,12,JAX 13,13,3,Eli Manning pass incomplete short middle intended for Odell Beckham,3.830,3.080
2,0:07,3,12,JAX 13,13,6,Aldrick Rosas 31 yard field goal good,3.080,3.000
2,0:04,,,NYG 35,13,6,"Aldrick Rosas kicks off 65 yards, returned by Jaydon Mickens for no gain (tackle by Antonio Hamilton and Ray-Ray Armstrong)",0.000,1.270
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,6,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
3,15:00,,,,,,Timeout #1 by New York Giants,,
3,15:00,1,10,NYG 25,13,6,Saquon Barkley left end for 8 yards (tackle by Marcell Dareus),0.610,1.140
3,14:42,2,2,NYG 33,13,6,Saquon Barkley right end for no gain (tackle by Marcell Dareus and Jalen Ramsey),1.140,0.430
3,14:02,3,2,NYG 33,13,6,"Eli Manning pass incomplete deep left intended for Evan Engram (defended by Tashaun Gipson). Penalty on Tashaun Gipson: Defensive Holding, 5 yards (no play)",0.430,1.470
3,13:55,1,10,NYG 38,13,6,Eli Manning pass incomplete short left intended for Saquon Barkley (defended by Abry Jones),1.470,0.920
3,13:49,2,10,NYG 38,13,6,"Saquon Barkley right guard for 3 yards (tackle by Yannick Ngakoue). Penalty on Yannick Ngakoue: Face Mask (15 Yards), 15 yards",0.920,2.650
3,13:27,1,10,JAX 44,13,6,Wayne Gallman up the middle for -1 yards (tackle by Taven Bryan and Malik Jackson),2.650,1.980
3,12:52,2,11,JAX 45,13,6,Eli Manning pass complete short middle to Wayne Gallman for 10 yards (tackle by Ronnie Harrison and Telvin Smith),1.980,2.610
3,12:11,3,1,JAX 35,13,6,Saquon Barkley left tackle for 2 yards (tackle by Barry Church),2.610,3.380
3,11:28,1,10,JAX 33,13,6,Eli Manning pass incomplete deep left intended for Odell Beckham,3.380,2.840
3,11:22,2,10,JAX 33,13,6,"Saquon Barkley left tackle for no gain (tackle by Tashaun Gipson). Penalty on Cody Latimer: Offensive Holding, 9 yards (no play)",2.840,1.620
3,10:48,2,19,JAX 42,13,6,Eli Manning pass complete short middle to Odell Beckham for 3 yards (tackle by Myles Jack),1.620,1.350
3,10:02,3,16,JAX 39,13,6,Eli Manning pass complete short left to Evan Engram for 13 yards (tackle by Myles Jack),1.350,1.840
3,9:23,4,3,JAX 26,13,9,Aldrick Rosas 44 yard field goal good,1.840,3.000
3,9:18,,,NYG 35,13,9,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,9:18,1,10,JAX 25,13,9,T.J. Yeldon up the middle for 1 yard (tackle by Kareem Martin and Alec Ogletree),0.610,0.200
3,8:41,2,9,JAX 26,13,9,T.J. Yeldon left end for 5 yards (tackle by Damon Harrison and Janoris Jenkins),0.200,0.170
3,7:54,3,4,JAX 31,13,9,"Blake Bortles pass incomplete short right intended for Keelan Cole. Penalty on Cam Robinson: Unnecessary Roughness, 15 yards",0.170,-2.390
3,7:50,4,19,JAX 16,13,9,Logan Cooke punts 30 yards out of bounds,-2.390,-2.520
3,7:42,1,10,JAX 46,13,9,Saquon Barkley right end for 3 yards (tackle by Leon Jacobs and Myles Jack),2.520,2.380
3,7:09,2,7,JAX 43,13,9,Eli Manning pass incomplete short right intended for Saquon Barkley,2.380,1.680
3,7:05,3,7,JAX 43,13,9,Eli Manning pass complete short middle to Evan Engram for 5 yards (tackle by D.J. Hayden),1.680,0.720
3,6:28,4,2,JAX 38,13,9,Saquon Barkley up the middle for 1 yard (tackle by Lerentee McCray and Tashaun Gipson),0.720,-1.400
3,6:14,1,10,JAX 37,13,9,Blake Bortles pass complete short right,1.400,2.260
3,5:47,1,10,JAX 50,13,9,T.J. Yeldon right guard for 7 yards (tackle by Dalvin Tomlinson),2.260,2.660
3,5:15,2,3,NYG 43,13,9,Blake Bortles pass incomplete short middle intended for T.J. Yeldon,2.660,1.950
3,5:15,3,3,NYG 43,13,9,"Penalty on Cam Robinson: False Start, 5 yards (no play)",1.950,1.290
3,5:12,3,8,NYG 48,13,9,Blake Bortles pass incomplete deep right intended for Donte Moncrief,1.290,0.070
3,5:07,4,8,NYG 48,13,9,Logan Cooke punts 37 yards downed by Tre Herndon,0.070,0.370
3,4:58,1,10,NYG 11,13,9,Jonathan Stewart right tackle for 4 yards (tackle by Ronnie Harrison and Myles Jack),-0.370,-0.430
3,4:25,2,6,NYG 15,13,9,Eli Manning pass complete short right to Sterling Shepard for 10 yards (tackle by A.J. Bouye),-0.430,0.610
3,3:51,1,10,NYG 25,13,9,Eli Manning pass incomplete short right intended for Odell Beckham,0.610,0.060
3,3:47,2,10,NYG 25,13,9,Eli Manning pass incomplete short middle intended for Evan Engram (defended by Tashaun Gipson),0.060,-0.620
3,3:43,3,10,NYG 25,13,9,Eli Manning pass incomplete short right intended for Odell Beckham,-0.620,-1.700
3,3:39,4,10,NYG 25,13,9,"Riley Dixon punts 55 yards, returned by Jaydon Mickens for no gain (tackle by Curtis Riley). Penalty on Blair Brown: Illegal Block Above the Waist, 8 yards",-1.700,0.380
3,3:25,1,10,JAX 8,13,9,Blake Bortles pass incomplete short left intended for Austin Seferian-Jenkins (defended by Alec Ogletree),-0.380,-0.780
3,3:20,2,10,JAX 8,13,9,Blake Bortles left end for 41 yards (tackle by Landon Collins),-0.780,2.190
3,2:42,1,10,JAX 49,13,9,Blake Bortles pass incomplete short left intended for James O'Shaughnessy,2.190,1.650
3,2:37,2,10,JAX 49,13,9,T.J. Yeldon right tackle for 2 yards (tackle by Dalvin Tomlinson and B.J. Goodson),1.650,1.220
3,1:54,3,8,NYG 49,13,9,"Penalty on Andrew Norwell: False Start, 5 yards (no play)",1.220,0.560
3,1:39,3,13,JAX 46,13,9,Blake Bortles pass complete short right to T.J. Yeldon for 10 yards (tackle by Curtis Riley),0.560,0.330
3,1:24,4,3,NYG 44,13,9,Logan Cooke punts 29 yards out of bounds,0.330,0.220
3,1:16,1,10,NYG 15,13,9,Eli Manning pass incomplete short left intended for Evan Engram,-0.220,-0.710
3,1:10,2,10,NYG 15,13,9,Saquon Barkley up the middle for 5 yards (tackle by Telvin Smith),-0.710,-0.760
3,0:27,3,5,NYG 20,13,9,Eli Manning pass complete short right to Saquon Barkley for 18 yards (tackle by Myles Jack),-0.760,1.470
Quarter,Time,Down,ToGo,Location,JAX,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 38,13,9,"Eli Manning pass complete short left to Saquon Barkley for 3 yards (tackle by Myles Jack). Penalty on Nate Solder: Offensive Holding, 10 yards (no play)",1.470,0.810
4,14:37,1,20,NYG 28,13,9,Eli Manning pass incomplete short left intended for Saquon Barkley,0.810,-0.430
4,14:32,2,20,NYG 28,13,9,Eli Manning pass incomplete short right,-0.430,-1.090
4,14:24,3,20,NYG 28,13,9,Eli Manning pass complete short right to Odell Beckham for 13 yards (tackle by A.J. Bouye),-1.090,-0.650
4,13:55,4,7,NYG 41,13,9,"Riley Dixon punts 59 yards, touchback.",-0.650,-0.280
4,13:46,1,10,JAX 20,13,9,Blake Bortles pass complete short left to Donte Moncrief for 14 yards (tackle by Curtis Riley),0.280,1.200
4,13:14,1,10,JAX 34,13,9,T.J. Yeldon left tackle for 3 yards (tackle by Landon Collins and Janoris Jenkins),1.200,1.060
4,12:33,2,7,JAX 37,13,9,Blake Bortles pass incomplete short left intended for T.J. Yeldon,1.060,0.370
4,12:26,3,7,JAX 37,13,9,Blake Bortles pass incomplete deep right intended for Donte Moncrief (defended by Eli Apple),0.370,-0.910
4,12:20,4,7,JAX 37,13,9,"Logan Cooke punts 36 yards, fair catch by Kaelin Clay at NYG-27",-0.910,-0.740
4,12:13,1,10,NYG 27,13,9,Saquon Barkley left guard for 3 yards (tackle by Myles Jack and Marcell Dareus),0.740,0.600
4,11:35,2,7,NYG 30,19,9,"Eli Manning pass short right (defended by Abry Jones) intended for Saquon Barkley is intercepted by Myles Jack at NYG-32 and returned for 32 yards, touchdown",0.600,-7.000
4,11:24,,,JAX 35,20,9,"Josh Lambo kicks off 65 yards, touchback.",0.000,0.610
4,11:24,1,10,NYG 25,20,9,Eli Manning pass complete short left to Odell Beckham for 7 yards (tackle by Jalen Ramsey),0.610,1.010
4,10:51,2,3,NYG 32,20,15,"Saquon Barkley right tackle for 68 yards, touchdown",1.010,7.000
4,10:39,,,JAX 2,20,15,"Two Point Attempt: Saquon Barkley rushes, conversion fails.",0.000,-1.000
4,10:39,,,NYG 35,20,15,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,10:39,1,10,JAX 25,20,15,"Penalty on Jermey Parnell: False Start, 5 yards (no play)",0.610,0.280
4,10:39,1,15,JAX 20,20,15,Blake Bortles pass complete short left to Austin Seferian-Jenkins for 9 yards (tackle by Landon Collins),0.280,0.600
4,10:07,2,6,JAX 29,20,15,T.J. Yeldon left end for no gain (tackle by B.J. Hill),0.600,-0.100
4,9:24,3,6,JAX 29,20,15,Blake Bortles pass incomplete short right intended for Austin Seferian-Jenkins (defended by Connor Barwin),-0.100,-1.440
4,9:18,4,6,JAX 29,20,15,"Logan Cooke punts 44 yards, returned by Kaelin Clay for -1 yards (tackle by DJ Chark)",-1.440,-0.670
4,9:08,1,10,NYG 26,20,15,Eli Manning pass complete short left to Odell Beckham for 3 yards (tackle by Myles Jack and Abry Jones),0.670,0.540
4,8:44,2,7,NYG 29,20,15,Eli Manning right end for 2 yards (tackle by Telvin Smith),0.540,0.100
4,8:06,3,5,NYG 31,20,15,Eli Manning pass complete short left to Saquon Barkley for 4 yards (tackle by D.J. Hayden and A.J. Bouye),0.100,-1.040
4,8:06,4,1,NYG 35,20,15,"Penalty on Curtis Riley: False Start, 4 yards (no play)",-1.040,-1.310
4,7:04,4,5,NYG 31,20,15,"Riley Dixon punts 54 yards, returned by Jaydon Mickens for 10 yards (tackle by Kerry Wynn)",-1.310,-0.610
4,6:51,1,10,JAX 25,20,15,T.J. Yeldon right tackle for 7 yards (tackle by Ray-Ray Armstrong and Alec Ogletree),0.610,1.010
4,6:15,2,3,JAX 32,20,15,T.J. Yeldon up the middle for no gain (tackle by Damon Harrison and B.J. Hill),1.010,0.300
4,5:36,3,3,JAX 32,20,15,Blake Bortles pass complete short left to Dede Westbrook for 4 yards (tackle by B.W. Webb),0.300,1.330
4,5:01,1,10,JAX 36,20,15,Blake Bortles pass incomplete short right intended for James O'Shaughnessy (defended by Lorenzo Carter),1.330,0.790
4,4:57,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,4:57,2,10,JAX 36,20,15,Blake Bortles pass incomplete short right intended for T.J. Yeldon (defended by Landon Collins),0.790,0.100
4,4:52,3,10,JAX 36,20,15,Blake Bortles pass complete short middle to Austin Seferian-Jenkins for 3 yards (tackle by Landon Collins),0.100,-0.780
4,4:20,4,7,JAX 39,20,15,"Logan Cooke punts 47 yards, returned by Kaelin Clay for 5 yards (tackle by Niles Paul)",-0.780,-0.150
4,4:10,1,10,NYG 19,20,15,Eli Manning pass complete deep right to Odell Beckham for 21 yards (tackle by Jalen Ramsey),0.150,1.600
4,4:03,1,10,NYG 40,20,15,Saquon Barkley right end for 1 yard (tackle by Barry Church),1.600,1.190
4,3:21,2,9,NYG 41,20,15,Eli Manning pass complete deep middle to Odell Beckham for 19 yards (tackle by Barry Church),1.190,2.920
4,2:38,1,10,JAX 40,20,15,Eli Manning pass incomplete short middle intended for Sterling Shepard,2.920,2.370
4,2:33,2,10,JAX 40,20,15,Jonathan Stewart left guard for 4 yards (tackle by Telvin Smith and Malik Jackson),2.370,2.210
4,2:00,3,6,JAX 36,20,15,Eli Manning pass incomplete short left intended for Evan Engram (defended by Barry Church),2.210,0.880
4,1:55,4,6,JAX 36,20,15,Eli Manning pass incomplete deep right intended for Sterling Shepard (defended by D.J. Hayden),0.880,-1.330
4,1:49,1,10,JAX 36,20,15,T.J. Yeldon left guard for 2 yards (tackle by Alec Ogletree and Damon Harrison),1.330,1.060
4,1:44,,,,,,Timeout #2 by New York Giants,,
4,1:44,2,8,JAX 38,20,15,T.J. Yeldon right tackle for 2 yards (tackle by Dalvin Tomlinson and B.J. Hill),1.060,0.630
4,1:38,,,,,,Timeout #3 by New York Giants,,
4,1:38,3,6,JAX 40,20,15,T.J. Yeldon left tackle for no gain (tackle by Dalvin Tomlinson and Alec Ogletree),0.630,-0.720
4,0:54,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,0:54,4,6,JAX 40,20,15,"Logan Cooke punts 41 yards, muffed catch by Kaelin Clay, recovered by Donald Payne at NYG-21 (tackle by Kaelin Clay)",-0.720,4.170
4,0:45,1,10,NYG 21,20,15,Blake Bortles kneels for -1 yards,4.170,3.490
4,0:20,2,11,NYG 22,20,15,Blake Bortles kneels for -1 yards,3.490,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
