Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
2,14:08,1,10,CLE 45,0,6,Peyton Hillis right guard for 5 yards (tackle by Dwight Freeney),1.930,2.060
2,13:33,2,5,,0,6,Colt McCoy pass complete short right to Greg Little for 4 yards (tackle by Jacob Lacey),2.060,1.880
2,12:58,3,1,IND 46,0,6,Peyton Hillis up the middle for no gain (tackle by Kavell Conner and Jamaal Anderson),1.880,0.200
2,12:18,4,1,IND 46,0,6,Colt McCoy up the middle for 2 yards (tackle by Antonio Johnson and Fili Moala),0.200,2.650
2,11:33,1,10,IND 44,0,6,Colt McCoy pass complete short right to Peyton Hillis for 19 yards (tackle by Jacob Lacey),2.650,3.910
2,11:03,1,10,IND 25,0,6,Peyton Hillis up the middle for 3 yards (tackle by Kavell Conner and Antoine Bethea),3.910,3.770
2,10:27,2,7,IND 22,0,6,Colt McCoy pass incomplete short right intended for Owen Marecic,3.770,3.070
,,,,,,,"IND challenged the pass completion ruling, and the original play was overturned.",,
2,10:22,3,7,IND 22,0,6,Colt McCoy pass complete short right to Mohamed Massaquoi for 8 yards (tackle by Jacob Lacey),3.070,4.650
2,9:52,1,10,IND 14,0,6,Peyton Hillis right tackle for 5 yards (tackle by Jamaal Anderson and Kavell Conner),4.650,4.900
2,9:11,2,5,IND 9,0,6,"Colt McCoy pass complete short right to Peyton Hillis for 3 yards (tackle by Kavell Conner). Penalty on Artis Hicks: Offensive Holding, 10 yards (no play)",4.900,3.370
2,8:47,2,15,IND 19,0,6,Colt McCoy pass complete short right to Peyton Hillis for 3 yards (tackle by Eric Foster and Jacob Lacey),3.370,3.000
2,8:01,3,12,IND 16,6,6,"Colt McCoy pass complete deep left to Evan Moore for 16 yards, touchdown",3.000,7.000
2,,,,IND 2,7,6,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 35,,,"Phil Dawson kicks off 65 yards, returned by Joe Lefeged for 32 yards (tackle by Buster Skrine)",,
2,7:47,1,10,IND 32,7,6,Kerry Collins pass complete short middle to Joseph Addai for 12 yards (tackle by D'Qwell Jackson and Chris Gocong),1.070,1.860
2,7:18,1,10,IND 44,7,6,Joseph Addai left tackle for 1 yard (tackle by D'Qwell Jackson),1.860,1.450
2,6:46,2,9,IND 45,7,6,Kerry Collins pass complete short left to Austin Collie for 5 yards (tackle by Jabaal Sheard),1.450,1.420
2,6:14,3,4,,7,6,Kerry Collins pass complete short right to Pierre Garcon for 6 yards (tackle by Joe Haden). Penalty on Joe Haden: Defensive Holding (Declined),1.420,2.650
2,6:01,1,10,CLE 44,7,6,Delone Carter up the middle for 6 yards (tackle by Chris Gocong),2.650,2.920
2,5:28,2,4,CLE 38,7,6,Joseph Addai left tackle for 6 yards (tackle by Usama Young),2.920,3.450
2,4:44,,,,7,6,Timeout #1 by Indianapolis Colts,0.000,3.450
2,4:44,1,10,CLE 32,7,6,Kerry Collins pass incomplete deep right intended for Dallas Clark (defended by T.J. Ward),3.450,2.900
2,4:38,2,10,CLE 32,7,6,Joseph Addai right end for -2 yards (tackle by Joe Haden),2.900,1.950
2,4:03,3,12,CLE 34,7,6,Kerry Collins pass incomplete short left intended for Austin Collie,1.950,1.060
2,3:58,4,12,CLE 34,7,9,Adam Vinatieri 52 yard field goal good,1.060,3.000
2,,,,IND 35,7,9,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
2,3:53,1,10,CLE 20,7,9,"Colt McCoy sacked by Pat Angerer for -6 yards. Penalty on Eric Foster: Defensive Offside, 5 yards (no play)",0.280,1.010
2,3:36,1,5,CLE 25,7,9,Peyton Hillis right tackle for 3 yards (tackle by Pat Angerer and Melvin Bullitt),1.010,0.810
2,3:01,2,2,CLE 28,7,9,Colt McCoy pass incomplete short left intended for Greg Little (defended by Jerraud Powers),0.810,0.100
2,2:57,3,2,CLE 28,7,9,Colt McCoy pass complete short right to Mohamed Massaquoi for 9 yards (tackle by Jacob Lacey),0.100,1.400
2,2:22,1,10,CLE 37,7,9,Colt McCoy pass incomplete short right intended for Alex Smith,1.400,0.860
2,2:17,2,10,CLE 37,7,9,Colt McCoy pass complete short right to Peyton Hillis for 2 yards (tackle by Jacob Lacey),0.860,0.430
2,2:00,3,8,CLE 39,7,9,Colt McCoy pass complete short left to Josh Cribbs for 25 yards (tackle by Justin Tryon),0.430,3.180
2,1:26,1,10,IND 36,7,9,Colt McCoy pass complete short left to Alex Smith for 7 yards (tackle by Kavell Conner),3.180,3.580
2,1:16,,,,7,9,Timeout #1 by Cleveland Browns,0.000,3.580
2,1:16,2,3,IND 29,7,9,Colt McCoy pass complete deep right to Mohamed Massaquoi for 28 yards (tackle by Jacob Lacey),3.580,6.970
2,0:38,1,1,IND 1,7,9,Peyton Hillis left tackle for no gain (tackle by Robert Mathis and Antoine Bethea),6.970,5.910
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,0:19,2,1,IND 1,13,9,"Peyton Hillis left tackle for 1 yard, touchdown",5.910,7.000
2,,,,IND 2,14,9,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 35,14,9,"Phil Dawson kicks off 72 yards, touchback",0.000,0.280
2,0:15,1,10,IND 20,14,9,Kerry Collins kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,14,9,"Pat McAfee kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,14,9,Peyton Hillis left end for 2 yards (tackle by Pat Angerer and Philip Wheeler),0.280,0.000
3,14:24,2,8,CLE 22,14,9,"Colt McCoy pass complete short right to Owen Marecic for 4 yards (tackle by Pat Angerer). Owen Marecic fumbles (forced by Pat Angerer), recovered by Owen Marecic at CLE-26",0.000,-0.160
3,13:36,3,4,CLE 26,14,9,"Colt McCoy pass incomplete short right intended for Greg Little (defended by Jacob Lacey). Penalty on Jacob Lacey: Defensive Pass Interference, 6 yards (no play)",-0.160,1.070
3,13:33,1,10,CLE 32,14,9,Colt McCoy pass complete short middle to Ben Watson for 9 yards (tackle by Philip Wheeler and Pat Angerer),1.070,1.740
3,13:02,2,1,CLE 41,14,9,Peyton Hillis up the middle for 2 yards (tackle by Drake Nevis and Melvin Bullitt),1.740,1.800
3,12:25,1,10,CLE 43,14,9,Colt McCoy pass incomplete,1.800,1.250
3,12:17,2,10,CLE 43,14,9,Peyton Hillis left guard for 4 yards (tackle by Antoine Bethea),1.250,1.090
3,11:33,3,6,CLE 47,14,9,Colt McCoy right end for 9 yards (tackle by Antoine Bethea),1.090,2.650
3,10:51,1,10,IND 44,14,9,"Peyton Hillis left tackle for 2 yards (tackle by Philip Wheeler). Peyton Hillis fumbles (forced by Philip Wheeler), recovered by Antoine Bethea at IND-39 (tackle by Joe Thomas)",2.650,-1.600
3,10:44,1,10,IND 40,14,9,Kerry Collins pass complete short middle to Joseph Addai for 8 yards (tackle by Phil Taylor),1.600,2.130
3,10:05,2,2,IND 48,14,9,Joseph Addai up the middle for 5 yards (tackle by Ahtyba Rubin),2.130,2.460
3,9:37,1,10,CLE 47,14,9,Joseph Addai right end for 15 yards (tackle by T.J. Ward and Mike Adams),2.460,3.450
3,8:58,1,10,CLE 32,14,9,Joseph Addai left tackle for 7 yards (tackle by Sheldon Brown),3.450,3.850
3,8:24,2,3,CLE 25,14,9,Delone Carter right tackle for 12 yards (tackle by T.J. Ward),3.850,4.710
3,7:48,1,10,CLE 13,14,9,Delone Carter right end for -5 yards (tackle by Jabaal Sheard),4.710,3.400
3,7:09,2,15,CLE 18,14,9,Kerry Collins pass incomplete short right intended for Pierre Garcon,3.400,2.790
3,7:03,3,15,CLE 18,14,9,Kerry Collins pass incomplete short right intended for Austin Collie (defended by T.J. Ward),2.790,2.250
3,6:57,4,15,CLE 18,14,12,Adam Vinatieri 36 yard field goal good,2.250,3.000
3,,,,IND 35,14,12,"Pat McAfee kicks off 71 yards, returned by Josh Cribbs for 28 yards (tackle by Jacob Tamme)",0.000,0.410
3,6:45,1,10,CLE 22,14,12,Colt McCoy pass complete short left to Greg Little for 18 yards (tackle by Jerraud Powers and Melvin Bullitt),0.410,1.600
3,6:17,1,10,CLE 40,14,12,Peyton Hillis up the middle for 2 yards (tackle by David Caldwell),1.600,1.320
3,5:38,2,8,CLE 42,14,12,Colt McCoy pass complete short middle to Alex Smith for 8 yards (tackle by Drake Nevis and Jerraud Powers),1.320,2.260
3,4:55,1,10,,14,12,Peyton Hillis right tackle for 2 yards (tackle by Drake Nevis and Kavell Conner),2.260,1.980
3,4:09,2,8,IND 48,14,12,Colt McCoy pass complete short right to Peyton Hillis for -1 yards (tackle by Antoine Bethea),1.980,1.160
3,3:25,3,9,IND 49,14,12,Colt McCoy pass incomplete deep right intended for Mohamed Massaquoi (defended by Antoine Bethea),1.160,0.000
3,3:19,4,9,IND 49,14,12,Brad Maynard punts 32 yards,0.000,0.060
3,3:09,1,10,IND 17,14,12,Kerry Collins pass incomplete deep right intended for Pierre Garcon,-0.060,-0.580
3,3:02,2,10,IND 17,14,12,Joseph Addai left guard for 4 yards (tackle by Jabaal Sheard),-0.580,-0.750
3,2:21,3,6,IND 21,14,12,Kerry Collins pass incomplete short left intended for Reggie Wayne,-0.750,-1.960
3,2:13,4,6,IND 21,14,12,Pat McAfee punts 46 yards,-1.960,-1.140
3,2:05,1,10,CLE 33,14,12,Peyton Hillis right guard for 3 yards (tackle by Tyler Brayton and Pat Angerer),1.140,1.000
3,1:30,2,7,CLE 36,14,12,"Penalty on Jason Pinkston: False Start, 5 yards (no play)",1.000,0.320
3,1:14,2,12,CLE 31,14,12,Colt McCoy pass incomplete short right intended for Ben Watson,0.320,-0.360
3,1:09,3,12,CLE 31,14,12,Colt McCoy pass incomplete short right intended for Mohamed Massaquoi,-0.360,-1.310
3,1:01,4,12,CLE 31,14,12,"Brad Maynard punts 38 yards, fair catch by Blair White",-1.310,-1.000
3,0:53,1,10,IND 31,14,12,Delone Carter left end for 2 yards (tackle by Scott Fujita),1.000,0.730
3,0:21,2,8,IND 33,14,12,Delone Carter left tackle for no gain (tackle by Scott Fujita),0.730,0.040
Quarter,Time,Down,ToGo,Location,CLE,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,IND 33,14,12,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",0.040,-0.630
4,15:00,3,13,IND 28,14,12,Kerry Collins pass incomplete deep left intended for Reggie Wayne is intercepted by Usama Young at IND-49 and returned for 28 yards (tackle by Dallas Clark),-0.630,-4.170
4,14:46,1,10,IND 21,14,12,Colt McCoy pass complete short left to Josh Cribbs for 7 yards (tackle by Melvin Bullitt),4.170,4.740
4,14:13,2,3,IND 14,14,12,Montario Hardesty right end for -1 yards (tackle by Antoine Bethea and Jamaal Anderson),4.740,3.810
4,13:28,3,4,IND 15,14,12,Colt McCoy pass complete short right to Greg Little for 11 yards (tackle by Antoine Bethea and Jacob Lacey),3.810,6.280
4,12:47,1,4,IND 4,14,12,"Montario Hardesty up the middle for no gain (tackle by Kavell Conner). Montario Hardesty fumbles (forced by Kavell Conner), recovered by Joe Thomas at IND-4",6.280,5.340
4,11:48,2,4,IND 4,14,12,Montario Hardesty left guard for 2 yards (tackle by Melvin Bullitt),5.340,4.950
4,11:06,3,2,IND 2,14,12,Colt McCoy pass incomplete short right intended for Alex Smith,4.950,3.250
4,11:01,4,2,IND 2,17,12,Phil Dawson 20 yard field goal good,3.250,3.000
4,,,,CLE 35,17,12,"Phil Dawson kicks off 73 yards, touchback",0.000,0.280
4,10:57,1,10,IND 20,17,12,Joseph Addai left tackle for 6 yards (tackle by Jayme Mitchell),0.280,0.540
4,10:22,2,4,IND 26,17,12,Kerry Collins pass incomplete short left intended for Reggie Wayne,0.540,-0.160
4,10:17,3,4,IND 26,17,12,Kerry Collins pass incomplete short left intended for Austin Collie,-0.160,-1.630
4,10:10,4,4,IND 26,17,12,"Pat McAfee punts 57 yards, returned by Josh Cribbs for 9 yards (tackle by Terrence Johnson)",-1.630,-0.670
4,9:58,1,10,CLE 26,17,12,Colt McCoy pass complete short right to Owen Marecic for 9 yards (tackle by Melvin Bullitt),0.670,1.350
4,9:19,2,1,CLE 35,17,12,Peyton Hillis right guard for no gain (tackle by Tyler Brayton and Antonio Johnson),1.350,0.630
4,8:39,3,1,CLE 35,17,12,Peyton Hillis up the middle for 2 yards (tackle by Tyler Brayton and Kavell Conner),0.630,1.400
4,7:56,1,10,CLE 37,17,12,Colt McCoy pass complete short right to Alex Smith for 4 yards (tackle by Pat Angerer),1.400,1.400
4,7:19,2,6,CLE 41,17,12,Peyton Hillis up the middle for 4 yards (tackle by Eric Foster and Melvin Bullitt),1.400,1.220
4,6:42,3,2,CLE 45,17,12,Owen Marecic up the middle for 1 yard (tackle by Melvin Bullitt and Drake Nevis),1.220,-0.320
4,5:59,4,1,CLE 46,17,12,Brad Maynard punts 41 yards,-0.320,0.320
4,5:47,1,10,IND 13,17,12,Kerry Collins pass incomplete short left intended for Dallas Clark,-0.320,-0.770
4,5:43,2,10,IND 13,17,12,Joseph Addai right guard for no gain (tackle by Phil Taylor and D'Qwell Jackson),-0.770,-1.420
4,5:11,3,10,IND 13,17,12,Kerry Collins pass incomplete short left intended for Austin Collie,-1.420,-2.490
4,5:07,4,10,IND 13,17,12,"Pat McAfee punts 58 yards, returned by Josh Cribbs for 43 yards (tackle by Jerry Hughes)",-2.490,-3.710
4,4:50,1,10,IND 28,17,12,Peyton Hillis up the middle for 4 yards (tackle by Philip Wheeler),3.710,3.710
4,4:04,2,6,IND 24,17,12,Colt McCoy pass incomplete short right intended for Ben Watson,3.710,3.010
4,4:01,3,6,IND 24,23,12,"Peyton Hillis left tackle for 24 yards, touchdown",3.010,7.000
4,,,,IND 2,24,12,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 35,24,12,"Phil Dawson kicks off 74 yards, touchback",0.000,0.280
4,3:55,1,10,IND 20,24,12,Kerry Collins pass incomplete short right intended for Austin Collie,0.280,-0.270
4,3:51,2,10,IND 20,24,12,Kerry Collins pass complete short left to Reggie Wayne for 7 yards (tackle by Dimitri Patterson),-0.270,-0.030
4,3:28,3,3,IND 27,24,12,"Kerry Collins sacked by Jabaal Sheard for -8 yards. Kerry Collins fumbles (forced by Jabaal Sheard), recovered by Jabaal Sheard at IND-19 and returned for 5 yards (tackle by Anthony Castonzo)",-0.030,-4.650
,,,,,,,"CLE challenged the fumble ruling, and the original play was overturned.",,
4,3:23,1,10,IND 14,24,12,Peyton Hillis left tackle for 5 yards (tackle by Eric Foster),4.650,4.900
4,3:18,,,,24,12,Timeout #1 by Indianapolis Colts,0.000,4.900
4,3:18,2,5,IND 9,24,12,Peyton Hillis right tackle for 3 yards (tackle by Kavell Conner),4.900,4.730
4,3:13,,,,24,12,Timeout #2 by Indianapolis Colts,0.000,4.730
4,3:13,3,2,IND 6,24,12,Peyton Hillis right guard for 1 yard (tackle by Pat Angerer and Antonio Johnson),4.730,3.030
4,3:02,,,,24,12,Timeout #3 by Indianapolis Colts,0.000,3.030
4,3:02,4,1,IND 5,27,12,Phil Dawson 23 yard field goal good,3.030,3.000
4,,,,CLE 35,27,12,"Phil Dawson kicks off 64 yards, returned by Joe Lefeged for 16 yards (tackle by Quinton Spears)",0.000,-0.060
4,2:53,1,10,IND 17,27,12,Kerry Collins pass complete short right to Dallas Clark for 10 yards (tackle by D'Qwell Jackson),-0.060,0.740
4,2:32,1,10,IND 27,27,12,Kerry Collins pass complete short right to Pierre Garcon for 7 yards (tackle by Joe Haden),0.740,1.140
4,2:12,2,3,IND 34,27,12,Kerry Collins pass incomplete short right intended for Dallas Clark,1.140,0.430
4,2:08,3,3,IND 34,27,12,Kerry Collins pass complete deep left to Reggie Wayne for 20 yards (tackle by Usama Young),0.430,2.520
4,2:00,1,10,CLE 46,27,12,Kerry Collins pass complete short middle to Joseph Addai for 7 yards (tackle by D'Qwell Jackson),2.520,2.920
4,1:41,2,3,CLE 39,27,12,Kerry Collins pass complete short middle to Joseph Addai for 10 yards (tackle by D'Qwell Jackson),2.920,3.640
4,1:22,1,10,CLE 29,27,12,Kerry Collins spiked the ball,3.640,3.100
4,1:21,2,10,CLE 29,27,12,Kerry Collins pass complete short right to Pierre Garcon for 15 yards (tackle by Joe Haden),3.100,4.650
4,1:05,1,10,CLE 14,27,12,Kerry Collins spiked the ball,4.650,4.000
4,1:04,2,10,CLE 14,27,12,Kerry Collins pass incomplete short right intended for Dallas Clark,4.000,3.110
4,1:00,3,10,CLE 14,27,12,Kerry Collins pass complete short middle to Austin Collie for 13 yards (tackle by Usama Young),3.110,6.970
4,0:42,1,1,CLE 1,27,12,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",6.970,5.830
4,0:28,1,6,CLE 6,27,18,"Kerry Collins pass complete short left to Dallas Clark for 6 yards, touchdown",5.830,7.000
4,,,,CLE 2,27,19,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 35,27,19,"Pat McAfee kicks onside 16 yards, recovered by Josh Cribbs",0.000,2.190
4,0:22,1,10,CLE 49,27,19,Colt McCoy kneels for -1 yards,2.190,1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
