Quarter,Time,Down,ToGo,Location,NOR,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,MIA 37,10,0,Drew Brees pass complete short middle to Coby Fleener for 12 yards (tackle by Bobby McCain),2.710,3.910
4,14:41,1,10,MIA 25,10,0,Mark Ingram right tackle for 7 yards (tackle by Mike Hull),3.910,4.370
4,14:07,2,3,MIA 18,10,0,Drew Brees for no gain. Max Unger fumbles,4.370,1.350
4,13:16,3,20,MIA 35,10,0,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",1.350,0.690
4,13:06,3,25,MIA 40,10,0,Drew Brees pass complete short right to Michael Hoomanawanui for 13 yards (tackle by Bobby McCain),0.690,1.670
4,12:37,4,12,MIA 27,13,0,Wil Lutz 45 yard field goal good,1.670,3.000
4,12:32,,,NOR 35,13,0,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,12:32,1,10,MIA 25,13,0,Jay Cutler pass complete short middle to DeVante Parker for 8 yards (tackle by A.J. Klein),0.610,1.140
4,12:08,2,2,MIA 33,13,0,Jay Ajayi right end for 6 yards (tackle by Cameron Jordan),1.140,1.530
4,11:41,1,10,MIA 39,13,0,Jay Cutler pass incomplete deep right intended for DeVante Parker,1.530,0.990
4,11:35,2,10,MIA 39,13,0,"Jay Cutler sacked by Cameron Jordan for -8 yards. Jay Cutler fumbles (forced by Cameron Jordan), recovered by Ja'Wuan James at MIA-29",0.990,-1.020
4,10:44,3,20,MIA 29,13,0,"Penalty on Jay Cutler: Delay of Game, 5 yards (no play)",-1.020,-1.680
4,10:24,3,25,MIA 24,13,0,Jay Cutler pass complete short right to Jay Ajayi for 8 yards (tackle by Craig Robertson),-1.680,-1.240
4,9:48,4,17,MIA 32,13,0,"Matt Haack punts 45 yards, fair catch by Ted Ginn. Penalty on Justin Hardee: Offensive Holding, 10 yards, Penalty on P.J. Williams: Offensive Holding (Declined)",-1.240,0.320
4,9:38,1,10,NOR 13,13,0,Mark Ingram left guard for 2 yards (tackle by Vincent Taylor),-0.320,-0.570
4,8:56,2,8,NOR 15,13,0,Drew Brees pass complete deep left to Michael Thomas for 30 yards (tackle by Reshad Jones). Penalty on Ndamukong Suh: Defensive Offside (Declined),-0.570,1.930
4,8:22,1,10,NOR 45,13,0,"Drew Brees pass complete short right to Mark Ingram for -1 yards (tackle by Lawrence Timmons). Penalty on Ndamukong Suh: Roughing the Passer, 15 yards (no play)",1.930,2.920
4,7:56,1,10,MIA 40,13,0,Mark Ingram left guard for 2 yards (tackle by Ndamukong Suh),2.920,2.640
4,7:12,2,8,MIA 38,13,0,"Drew Brees pass complete short right to Mark Ingram for 3 yards (tackle by Lawrence Timmons). Penalty on Mark Ingram: Face Mask (15 Yards), 15 yards",2.640,1.020
4,6:44,2,20,,13,0,Drew Brees pass complete short right to Alvin Kamara for 12 yards (tackle by Reshad Jones),1.020,1.950
4,6:11,3,8,MIA 38,13,0,Drew Brees pass complete deep left to Ted Ginn for 21 yards (tackle by Bobby McCain),1.950,4.440
4,5:26,1,10,MIA 17,13,0,"Penalty on Davon Godchaux: Neutral Zone Infraction, 5 yards (no play)",4.440,5.520
4,5:12,1,5,MIA 12,13,0,Mark Ingram left tackle for 2 yards (tackle by Mike Hull),5.520,5.100
4,4:28,2,3,MIA 10,13,0,Drew Brees pass complete short right to Alvin Kamara for 3 yards (tackle by Kiko Alonso and Bobby McCain),5.100,0.000
4,4:14,,,,,,Timeout #1 by Miami Dolphins,0.000,-5.600
4,4:14,1,7,MIA 7,13,0,Alvin Kamara right guard for 2 yards (tackle by Reshad Jones),5.600,0.000
4,4:09,,,,,,Timeout #2 by Miami Dolphins,0.000,-5.150
4,4:09,2,5,MIA 5,13,0,Drew Brees sacked by Cameron Wake for -7 yards,5.150,0.000
4,4:02,,,,,,Timeout #3 by Miami Dolphins,0.000,-3.100
4,4:02,3,12,MIA 12,19,0,"Drew Brees pass complete short middle to Alvin Kamara for 12 yards, touchdown",3.100,7.000
4,3:57,,,MIA 15,20,0,Wil Lutz kicks extra point good,0.000,0.000
4,3:57,,,NOR 35,20,0,"Wil Lutz kicks off 69 yards, returned by Jakeem Grant for 23 yards (tackle by Nathan Stupar)",0.000,-0.150
4,3:51,1,10,MIA 19,20,0,Jay Cutler pass complete short right to Julius Thomas for 6 yards (tackle by Vonn Bell),0.150,0.480
4,3:24,2,4,MIA 25,20,0,Jay Cutler pass complete short right to Jarvis Landry for 10 yards (tackle by Ken Crawley),0.480,1.270
4,3:17,1,10,MIA 35,20,0,Jay Cutler pass incomplete short middle intended for Damien Williams,1.270,0.720
4,3:13,2,10,MIA 35,20,0,Jay Cutler pass complete short middle to Kenny Stills for 6 yards (tackle by Craig Robertson),0.720,0.830
4,2:51,3,4,MIA 41,20,0,Jay Cutler pass incomplete short right intended for Jarvis Landry,0.830,-0.650
4,2:47,4,4,MIA 41,20,0,Jay Cutler pass incomplete short left intended for Kenyan Drake,-0.650,-2.850
4,2:43,1,10,MIA 41,20,0,Mark Ingram right tackle for 1 yard (tackle by Chase Allen),2.850,2.440
4,2:00,2,9,MIA 40,20,0,Mark Ingram left end for 3 yards (tackle by Chase Allen),2.440,2.150
4,1:54,3,6,MIA 37,20,0,Mark Ingram left tackle for 5 yards (tackle by Alterraun Verner),2.150,1.310
4,1:17,4,1,MIA 32,20,0,Mark Ingram right guard for no gain (tackle by Ndamukong Suh),1.310,-1.070
4,1:09,1,10,MIA 32,20,0,Jay Cutler pass complete short right to Kenyan Drake for 1 yard (tackle by Ken Crawley),1.070,0.660
4,1:02,2,9,MIA 33,20,0,Jay Cutler pass complete deep left to DeVante Parker for 21 yards (tackle by Marcus Williams),0.660,2.520
4,0:53,1,10,NOR 46,20,0,Jay Cutler sacked by David Onyemata for -6 yards,2.520,1.170
4,0:17,2,16,MIA 48,20,0,Jay Cutler pass complete short left to Kenyan Drake for 4 yards (tackle by A.J. Klein),1.170,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
