Quarter,Time,Down,ToGo,Location,CLE,SEA,Detail,EPB,EPA
1,2:44,1,10,SEA 40,7,14,"Zach Charbonnet right guard for no gain (tackle by Denzel Ward). Penalty on Maurice Hurst: Defensive Offside, 5 yards (accepted) (no play)",1.600,2.330
1,2:28,1,5,SEA 45,7,14,Geno Smith pass complete deep left to D.K. Metcalf for 43 yards (tackle by Martin Emerson),2.330,4.780
1,1:51,1,10,CLE 12,7,14,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.780,4.100
1,1:47,2,10,CLE 12,7,14,Zach Charbonnet left guard for -1 yards (tackle by Jordan Elliott),4.100,3.100
1,1:06,3,11,CLE 13,7,14,Geno Smith pass incomplete short left intended for D.K. Metcalf,3.100,2.570
1,1:02,4,11,CLE 13,7,17,Jason Myers 32 yard field goal good,2.570,3.000
1,0:59,,,SEA 35,7,17,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,0:59,1,10,CLE 25,7,17,P.J. Walker pass incomplete deep right intended for Elijah Moore,0.610,0.060
1,0:53,2,10,CLE 25,7,17,P.J. Walker pass incomplete short middle intended for Amari Cooper (defended by Bobby Wagner),0.060,-0.620
1,0:49,3,10,CLE 25,7,17,P.J. Walker pass complete deep left to Amari Cooper for 22 yards (tackle by Julian Love),-0.620,2.060
1,0:08,1,10,CLE 47,7,17,Pierre Strong left guard for 12 yards (tackle by Quandre Diggs),2.060,2.850
Quarter,Time,Down,ToGo,Location,CLE,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SEA 41,7,17,Dorian Thompson-Robinson pass complete short middle to David Njoku for 9 yards (tackle by Quandre Diggs),2.850,3.520
2,14:18,2,1,SEA 32,7,17,Pierre Strong up the middle for no gain (tackle by Jarran Reed and Devin Bush),3.520,2.810
2,13:35,3,1,SEA 32,7,17,Kareem Hunt right guard for 4 yards (tackle by Devon Witherspoon and Bobby Wagner),2.810,3.710
2,12:51,1,10,SEA 28,7,17,P.J. Walker pass complete short right to Jordan Akins for 6 yards (tackle by Jordyn Brooks),3.710,3.980
2,12:17,2,4,SEA 22,7,17,Kareem Hunt left guard for 2 yards (tackle by Bobby Wagner and Boye Mafe),3.980,3.530
2,11:40,3,2,SEA 20,7,17,P.J. Walker pass short left intended for David Njoku is intercepted by Riq Woolen at SEA-16 and returned for no gain (tackle by David Njoku),3.530,0.140
2,11:35,1,10,SEA 16,7,17,Kenneth Walker up the middle for 4 yards (tackle by Rodney McLeod and Jeremiah Owusu-Koramoah),-0.140,0.010
2,10:58,2,6,SEA 20,7,17,Kenneth Walker left guard for no gain (tackle by Maurice Hurst),0.010,-0.820
2,10:15,3,6,SEA 20,7,17,Geno Smith pass incomplete deep right intended for Tyler Lockett (defended by Greg Newsome),-0.820,-2.030
2,10:09,4,6,SEA 20,7,17,"Michael Dickson punts 60 yards, returned by Elijah Moore for 13 yards (tackle by Michael Jackson)",-2.030,-1.140
2,9:55,1,10,CLE 33,7,17,Kareem Hunt up the middle for no gain (tackle by Derick Hall),1.140,0.590
2,9:15,2,10,CLE 33,7,17,Kareem Hunt up the middle for 9 yards (tackle by Jordyn Brooks and Bobby Wagner),0.590,1.090
2,8:41,3,1,CLE 42,7,17,P.J. Walker scrambles left end for 7 yards (tackle by Mario Edwards),1.090,2.190
2,8:00,1,10,CLE 49,7,17,P.J. Walker pass incomplete short right,2.190,1.650
2,7:54,2,10,CLE 49,7,17,Kareem Hunt right guard for -1 yards (tackle by Dre'Mont Jones and Bobby Wagner),1.650,0.830
2,7:13,3,11,CLE 48,7,17,P.J. Walker pass complete short middle to David Njoku for 9 yards (tackle by Dre'Mont Jones and Jordyn Brooks),0.830,0.400
2,6:36,4,2,SEA 43,7,17,"P.J. Walker pass incomplete short left intended for Amari Cooper. Penalty on Riq Woolen: Defensive Pass Interference, 6 yards (accepted) (no play)",0.400,3.120
2,6:30,1,10,SEA 37,7,17,Pierre Strong left end for 4 yards (tackle by Julian Love),3.120,3.110
2,5:49,2,6,SEA 33,7,17,Pierre Strong right guard for 7 yards (tackle by Quandre Diggs),3.110,3.840
2,5:06,1,10,SEA 26,7,17,"P.J. Walker pass complete deep right to Amari Cooper for 24 yards (tackle by Quandre Diggs). Penalty on Mario Edwards: Roughing the Passer, 1 yard (accepted)",3.840,6.970
2,4:47,1,1,SEA 1,7,17,P.J. Walker pass incomplete short middle intended for David Njoku,6.970,5.910
2,4:42,2,1,SEA 1,13,17,"Kareem Hunt right guard for 1 yard, touchdown",5.910,7.000
2,4:40,,,SEA 15,14,17,Dustin Hopkins kicks extra point good,0.000,0.000
2,4:40,,,CLE 35,14,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,4:40,1,10,SEA 25,14,17,Geno Smith pass incomplete short left intended for D.K. Metcalf,0.610,0.060
2,4:37,2,10,SEA 25,14,17,"Geno Smith pass complete short right to Tyler Lockett for no gain (tackle by Denzel Ward). Penalty on Damien Lewis: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",0.060,-1.430
2,4:25,2,20,SEA 15,14,17,Geno Smith pass complete short left to Zach Charbonnet for 4 yards (tackle by Jeremiah Owusu-Koramoah and Anthony Walker),-1.430,-1.510
2,4:02,3,16,SEA 19,14,17,Geno Smith pass complete short left to Jake Bobo for 8 yards (tackle by Martin Emerson),-1.510,-1.570
2,3:26,4,8,SEA 27,14,17,"Michael Dickson punts 61 yards, returned by Elijah Moore for 10 yards (tackle by Brady Russell)",-1.570,-0.410
2,3:16,1,10,CLE 22,14,17,Pierre Strong up the middle for 2 yards (tackle by Bobby Wagner),0.410,0.140
2,2:40,2,8,CLE 24,14,17,P.J. Walker scrambles left guard for 5 yards (tackle by Jordyn Brooks),0.140,0.100
2,2:00,3,3,CLE 29,14,17,P.J. Walker sacked by Boye Mafe for -9 yards,0.100,-2.030
2,1:51,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:51,4,12,CLE 20,14,17,"Corey Bojorquez punts 59 yards, returned by DeeJay Dallas for 4 yards (tackle by Mike Ford)",-2.030,-0.610
2,1:41,1,10,SEA 25,14,17,Geno Smith pass complete short middle to Tyler Lockett for 12 yards (tackle by Juan Thornhill),0.610,1.400
2,1:25,1,10,SEA 37,14,17,Zach Charbonnet up the middle for 21 yards (tackle by Juan Thornhill),1.400,2.790
2,1:04,1,10,CLE 42,14,17,Geno Smith pass complete short left to Jaxon Smith-Njigba for 8 yards (tackle by Cameron Mitchell),2.790,3.320
2,0:59,2,2,CLE 34,14,17,Geno Smith pass incomplete short left intended for D.K. Metcalf,3.320,2.610
2,0:55,3,2,CLE 34,14,17,Zach Charbonnet up the middle for no gain (tackle by Maurice Hurst and Za'Darius Smith),2.610,1.100
2,0:45,,,,,,Timeout #1 by Cleveland Browns,,
2,0:45,4,2,CLE 34,14,17,Geno Smith pass complete short middle to D.K. Metcalf for 7 yards (tackle by Martin Emerson),1.100,3.780
2,0:28,1,10,CLE 27,14,17,Geno Smith pass short left intended for D.K. Metcalf is intercepted by Martin Emerson at CLE-17 and returned for no gain,3.780,0.060
2,0:22,1,10,CLE 17,14,17,P.J. Walker kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,CLE,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,14,17,"Dustin Hopkins kicks off 58 yards, returned by D'Wayne Eskridge for 24 yards (tackle by Juan Thornhill and Matthew Adams)",0.000,1.000
3,14:55,1,10,SEA 31,14,17,Kenneth Walker up the middle for 6 yards (tackle by Grant Delpit),1.000,1.270
3,14:16,2,4,SEA 37,14,17,Geno Smith pass complete short right to Tyler Lockett for 3 yards (tackle by Cameron Mitchell),1.270,0.960
3,13:35,3,1,SEA 40,14,17,Geno Smith pass incomplete short right,0.960,-0.720
3,13:28,4,1,SEA 40,14,17,"Michael Dickson punts 50 yards, returned by Donovan Peoples-Jones for 7 yards (tackle by Derick Hall)",-0.720,0.060
3,13:18,1,10,CLE 17,14,17,"Penalty on Jedrick Wills: False Start, 5 yards (accepted) (no play)",-0.060,-0.510
3,13:18,1,15,CLE 12,14,17,Kareem Hunt right guard for 3 yards (tackle by Boye Mafe),-0.510,-0.850
3,12:35,2,12,CLE 15,14,17,P.J. Walker pass complete short right to David Njoku for 41 yards (tackle by Devon Witherspoon),-0.850,2.650
3,11:50,1,10,SEA 44,14,17,Pierre Strong right tackle for 4 yards (tackle by Boye Mafe and Bobby Wagner),2.650,2.650
3,11:09,2,6,SEA 40,14,17,P.J. Walker pass complete short right to Amari Cooper for 10 yards (tackle by Tre Brown and Quandre Diggs),2.650,3.580
3,10:30,1,10,SEA 30,14,17,Marquise Goodwin left end for -5 yards (tackle by Riq Woolen),3.580,2.360
3,9:47,2,15,SEA 35,14,17,P.J. Walker pass complete short right to Elijah Moore for 21 yards (tackle by Quandre Diggs and Bobby Wagner),2.360,4.650
3,9:03,1,10,SEA 14,14,17,P.J. Walker pass incomplete short left intended for Harrison Bryant,4.650,4.000
3,8:58,2,10,SEA 14,14,17,Pierre Strong left guard for -1 yards (tackle by Bobby Wagner),4.000,3.060
3,8:22,3,11,SEA 15,14,17,P.J. Walker pass complete short right to Amari Cooper for 8 yards (tackle by Quandre Diggs),3.060,2.990
3,7:33,4,3,SEA 7,17,17,Dustin Hopkins 25 yard field goal good,2.990,3.000
3,7:29,,,CLE 35,17,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,7:29,1,10,SEA 25,17,17,Geno Smith pass complete short middle to Kenneth Walker for 4 yards (tackle by Myles Garrett and Martin Emerson),0.610,0.600
3,7:04,2,6,SEA 29,17,17,Geno Smith pass incomplete short left intended for Kenneth Walker,0.600,-0.100
3,6:59,3,6,SEA 29,17,17,Geno Smith pass short middle intended for Noah Fant is intercepted by Maurice Hurst at SEA-39 and returned for no gain (tackle by Jake Bobo),-0.100,-2.980
3,6:55,1,10,SEA 39,17,17,Kareem Hunt up the middle for 9 yards (tackle by Cameron Young),2.980,3.660
3,6:19,2,1,SEA 30,17,17,Kareem Hunt up the middle for 5 yards (tackle by Quandre Diggs and Jamal Adams),3.660,3.910
3,5:38,1,10,SEA 25,17,17,P.J. Walker left end for 9 yards (tackle by Jamal Adams and Derick Hall),3.910,4.750
3,5:03,2,1,SEA 16,17,17,Pierre Strong up the middle for -1 yards (tackle by Mario Edwards),4.750,3.850
3,4:25,3,2,SEA 17,17,17,Kareem Hunt right tackle for 3 yards (tackle by Bobby Wagner),3.850,4.650
3,3:45,1,10,SEA 14,17,17,P.J. Walker pass incomplete short right intended for David Njoku,4.650,4.000
3,3:36,2,10,SEA 14,17,17,Kareem Hunt right tackle for 5 yards (tackle by Boye Mafe and Jordyn Brooks),4.000,4.050
3,2:57,3,5,SEA 9,17,17,P.J. Walker pass incomplete short right intended for Amari Cooper (defended by Tre Brown),4.050,2.880
3,2:53,4,5,SEA 9,20,17,Dustin Hopkins 27 yard field goal good,2.880,3.000
3,2:50,,,CLE 35,20,17,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,2:50,1,10,SEA 25,20,17,Kenneth Walker up the middle for 3 yards (tackle by Jordan Elliott),0.610,0.470
3,2:12,2,7,SEA 28,20,17,Geno Smith pass complete short left to D.K. Metcalf for 5 yards (tackle by Martin Emerson),0.470,0.430
3,1:35,3,2,SEA 33,20,17,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba,0.430,-1.180
3,1:31,4,2,SEA 33,20,17,"Michael Dickson punts 67 yards, touchback.",-1.180,-0.280
3,1:22,1,10,CLE 20,20,17,"P.J. Walker pass complete short left to Jerome Ford for 2 yards (tackle by Mario Edwards and Jamal Adams). Penalty on Joel Bitonio: Offensive Holding, 10 yards (accepted)",0.280,-0.600
3,0:55,1,18,CLE 12,20,17,P.J. Walker pass incomplete deep left intended for Elijah Moore,-0.600,-1.360
3,0:48,2,18,CLE 12,20,17,"P.J. Walker pass incomplete short middle intended for Elijah Moore. Penalty on Devon Witherspoon: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",-1.360,-0.060
3,0:44,1,10,CLE 17,20,17,Jerome Ford right tackle for 3 yards (tackle by Frank Clark and Mario Edwards),-0.060,-0.060
Quarter,Time,Down,ToGo,Location,CLE,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CLE 20,20,17,Jerome Ford up the middle for 4 yards (tackle by Jarran Reed and Bobby Wagner),-0.060,-0.370
4,14:17,3,3,CLE 24,20,17,P.J. Walker pass complete short middle to Elijah Moore for 9 yards (tackle by Jamal Adams),-0.370,1.140
4,13:37,1,10,CLE 33,20,17,Pierre Strong left end for 9 yards (tackle by Jamal Adams),1.140,1.810
4,12:59,2,1,CLE 42,20,17,Jerome Ford left guard for 12 yards (tackle by Jamal Adams and Quandre Diggs),1.810,2.520
4,12:18,1,10,SEA 46,20,17,Jerome Ford left tackle for 4 yards (tackle by Darrell Taylor),2.520,2.520
4,11:37,2,6,SEA 42,20,17,Jerome Ford up the middle for 2 yards (tackle by Bobby Wagner and Jarran Reed),2.520,2.080
4,10:52,3,4,SEA 40,20,17,P.J. Walker pass incomplete short left intended for Jerome Ford,2.080,0.590
4,10:49,4,4,SEA 40,20,17,"Corey Bojorquez punts 29 yards, fair catch by DeeJay Dallas at SEA-11",0.590,0.370
4,10:42,1,10,SEA 11,20,17,Geno Smith pass complete short left to D.K. Metcalf for 3 yards (tackle by Martin Emerson and Tony Fields),-0.370,-0.530
4,10:03,,,,,,Timeout #1 by Seattle Seahawks,,
4,10:03,2,7,SEA 14,20,17,Kenneth Walker right end for 6 yards (tackle by Grant Delpit),-0.530,-0.370
4,9:22,3,1,SEA 20,20,17,Zach Charbonnet right end for 13 yards (tackle by Grant Delpit),-0.370,1.140
4,8:40,1,10,SEA 33,20,17,Geno Smith pass complete short right to Zach Charbonnet for 7 yards (tackle by Grant Delpit),1.140,1.540
4,8:06,2,3,SEA 40,20,17,Zach Charbonnet up the middle for 20 yards (tackle by Juan Thornhill),1.540,2.920
4,7:24,1,10,CLE 40,20,17,Geno Smith pass complete short middle to Noah Fant for 5 yards (tackle by Anthony Walker and Tony Fields),2.920,3.050
4,6:43,2,5,CLE 35,20,17,"Penalty on Will Dissly: False Start, 6 yards (accepted) (no play)",3.050,2.240
4,6:43,2,11,CLE 41,20,17,Geno Smith pass incomplete short right intended for D.K. Metcalf,2.240,1.550
4,6:40,3,11,CLE 41,20,17,"Geno Smith sacked by Myles Garrett for -6 yards. Geno Smith fumbles (forced by Myles Garrett), recovered by Geno Smith at CLE-47",1.550,0.130
4,5:57,4,17,CLE 47,20,17,Michael Dickson punts 36 yards downed by Colby Parkinson,0.130,0.370
4,5:46,1,10,CLE 11,20,17,Jerome Ford left guard for 6 yards (tackle by Boye Mafe and Jordyn Brooks),-0.370,-0.160
4,5:07,2,4,CLE 17,20,17,P.J. Walker left end for 5 yards (tackle by Jordyn Brooks),-0.160,0.410
4,4:21,1,10,CLE 22,20,17,Jerome Ford left tackle for 3 yards (tackle by Jarran Reed),0.410,0.270
4,3:40,2,7,CLE 25,20,17,Jerome Ford right end for 4 yards (tackle by Boye Mafe),0.270,0.100
4,3:34,3,3,CLE 29,20,17,"P.J. Walker pass incomplete deep right intended for Amari Cooper. Penalty on Riq Woolen: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.100,1.200
4,3:30,1,10,CLE 34,20,17,P.J. Walker right tackle for 2 yards (tackle by Jordyn Brooks and Cameron Young),1.200,0.930
4,2:50,2,8,CLE 36,20,17,Pierre Strong left tackle for 5 yards (tackle by Jamal Adams),0.930,0.890
4,2:04,,,,,,Timeout #1 by Cleveland Browns,,
4,2:04,3,3,CLE 41,20,17,P.J. Walker pass deep right (defended by Jamal Adams) intended for Amari Cooper is intercepted by Julian Love at SEA-43 and returned for no gain (tackle by Donovan Peoples-Jones),0.890,-1.800
4,1:57,1,10,SEA 43,20,17,Geno Smith pass complete short left to Tyler Lockett for 7 yards (tackle by Denzel Ward),1.800,2.200
4,1:37,2,3,SEA 50,20,17,Geno Smith pass complete short right to D.K. Metcalf for 9 yards (tackle by Denzel Ward),2.200,2.850
4,1:20,1,10,CLE 41,20,17,Geno Smith pass complete short right to Noah Fant for 27 yards (tackle by Anthony Walker),2.850,4.650
4,0:53,1,10,CLE 14,20,17,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by Denzel Ward),4.650,4.000
4,0:51,2,10,CLE 14,20,17,"Penalty on CLE: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.000,4.900
4,0:44,2,5,CLE 9,20,23,"Geno Smith pass complete short left to Jaxon Smith-Njigba for 9 yards, touchdown",4.900,7.000
4,0:38,,,CLE 15,20,24,Jason Myers kicks extra point good,0.000,0.000
4,0:38,,,SEA 35,20,24,"Jason Myers kicks off 64 yards,",0.000,0.610
4,0:38,1,10,CLE 25,20,24,P.J. Walker pass incomplete short left intended for Amari Cooper (defended by Riq Woolen),0.610,0.060
4,0:33,2,10,CLE 25,20,24,P.J. Walker pass incomplete short left intended for Elijah Moore,0.060,-0.620
4,0:28,3,10,CLE 25,20,24,P.J. Walker sacked by Darrell Taylor for -9 yards,-0.620,-2.390
4,0:22,,,,,,Timeout #2 by Cleveland Browns,,
4,0:22,4,19,CLE 16,20,24,P.J. Walker pass incomplete deep left intended for David Njoku,-2.390,-4.580
4,0:14,1,10,CLE 15,20,24,Geno Smith kneels for -1 yards,4.580,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
