Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
2,1:47,1,10,CLE 25,0,13,Tom Brady pass complete short right to Donte Stallworth for 7 yards (tackle by Eric Wright),3.910,4.370
2,1:20,2,3,CLE 18,0,13,Tom Brady pass complete short left to Ben Watson for 11 yards (tackle by Daven Holly),4.370,5.600
2,1:07,,,,0,13,Timeout #1 by Cleveland Browns,0.000,5.600
2,1:07,1,7,CLE 7,0,19,"Tom Brady pass complete short left to Ben Watson for 7 yards, touchdown",5.600,7.000
2,,,,CLE 2,0,20,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,20,"Stephen Gostkowski kicks off 64 yards, returned by Josh Cribbs for 18 yards (tackle by Pierre Woods)",0.000,0.540
2,0:57,1,10,CLE 24,0,20,Derek Anderson pass complete deep right to Braylon Edwards for 18 yards (tackle by Eugene Wilson),0.540,1.730
2,0:32,1,10,CLE 42,0,20,Derek Anderson sacked by Tedy Bruschi for -10 yards,1.730,-0.160
2,0:18,,,,0,20,Timeout #2 by Cleveland Browns,0.000,-0.160
2,0:18,2,20,CLE 32,0,20,"Penalty on Joe Thomas: False Start, 5 yards (no play)",-0.160,-0.840
2,0:18,2,25,CLE 27,0,20,Derek Anderson kneels for -1 yards,-0.840,-1.620
Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,0,20,Stephen Gostkowski kicks off 56 yards,0.000,1.600
3,15:00,1,10,CLE 40,0,20,Jason Wright left tackle for 2 yards (tackle by Vince Wilfork),1.600,1.320
3,14:19,2,8,CLE 42,0,20,Derek Anderson for 1 yard,1.320,0.760
3,13:49,3,7,CLE 43,0,20,Derek Anderson pass incomplete short left intended for Jason Wright,0.760,-0.520
3,13:45,4,7,CLE 43,0,20,"Scott Player punts 57 yards, touchback",-0.520,-0.280
3,13:38,1,10,NWE 20,0,20,Sammy Morris right guard for 2 yards (tackle by Ethan Kelley and D'Qwell Jackson),0.280,0.000
3,13:00,2,8,NWE 22,0,20,Tom Brady pass complete deep right to Ben Watson for 22 yards (tackle by Sean Jones),0.000,1.860
3,12:36,1,10,NWE 44,0,20,Ben Watson left tackle for 11 yards (tackle by Brodney Pool),1.860,2.590
3,11:52,1,10,CLE 45,0,20,Tom Brady pass incomplete short right intended for Randy Moss,2.590,2.040
3,11:47,2,10,CLE 45,0,20,Sammy Morris up the middle for 5 yards (tackle by Leon Williams and Kamerion Wimbley),2.040,2.010
3,11:13,3,5,CLE 40,0,20,Tom Brady pass incomplete short left intended for Ben Watson,2.010,0.590
3,11:09,4,5,CLE 40,0,20,"Chris Hanson punts 40 yards, touchback",0.590,-0.280
3,11:00,1,10,CLE 20,0,20,"Derek Anderson pass complete short left to Jason Wright for 13 yards (tackle by Ellis Hobbs). Penalty on Ellis Hobbs: Face Mask (5 Yards), 5 yards",0.280,1.470
3,10:38,1,10,CLE 38,0,20,Derek Anderson pass incomplete deep left intended for Kellen Winslow Jr.,1.470,0.920
3,10:31,2,10,CLE 38,0,20,Derek Anderson pass complete short right to Kellen Winslow Jr. for 15 yards (tackle by Mike Vrabel),0.920,2.460
3,9:54,1,10,NWE 47,0,20,Derek Anderson pass complete short left to Tim Carter for 17 yards (tackle by Ellis Hobbs),2.460,3.580
3,9:29,1,10,NWE 30,0,20,"Jason Wright left guard for 4 yards (tackle by Ellis Hobbs and Tedy Bruschi). Penalty on CLE: Illegal Shift, 5 yards (no play)",3.580,3.250
3,9:05,1,15,NWE 35,0,20,Derek Anderson pass complete short left to Braylon Edwards for 12 yards (tackle by Eugene Wilson),3.250,3.980
3,8:25,2,3,NWE 23,0,20,Jason Wright left guard for -1 yards (tackle by Junior Seau and Tedy Bruschi),3.980,3.140
3,7:42,3,4,NWE 24,0,20,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,3.140,1.940
3,7:37,4,4,NWE 24,3,20,Phil Dawson 42 yard field goal good,1.940,3.000
3,,,,CLE 30,3,20,"Phil Dawson kicks off 70 yards, returned by Wes Welker for 33 yards (tackle by Josh Cribbs)",0.000,1.140
3,7:25,1,10,NWE 33,3,20,Sammy Morris right end for no gain (tackle by Eric Wright and Andra Davis),1.140,0.590
3,6:44,2,10,NWE 33,3,20,Tom Brady pass complete short right to Sammy Morris for 4 yards (tackle by Leon Williams),0.590,0.430
3,6:07,3,6,NWE 37,3,20,Tom Brady pass incomplete short left intended for Wes Welker,0.430,-0.910
3,6:04,4,6,NWE 37,3,20,Chris Hanson punts 26 yards,-0.910,-1.400
3,5:57,1,10,CLE 37,3,20,Derek Anderson sacked by Tedy Bruschi for -6 yards,1.400,0.050
3,5:24,2,16,CLE 31,3,20,Derek Anderson pass incomplete short left intended for Tim Carter,0.050,-0.620
3,5:21,3,16,CLE 31,3,20,"Derek Anderson pass incomplete deep middle intended for Tim Carter. Penalty on Rodney Harrison: Face Mask (15 Yards), 15 yards (no play)",-0.620,1.990
3,5:16,1,10,CLE 46,3,20,Derek Anderson pass complete short right to Jason Wright for 3 yards (tackle by Randall Gay),1.990,1.860
3,4:34,2,7,CLE 49,3,20,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr. (defended by Rodney Harrison),1.860,1.160
3,4:30,3,7,CLE 49,3,20,Derek Anderson pass incomplete short middle intended for Braylon Edwards,1.160,-0.130
3,4:26,4,7,CLE 49,3,20,"Scott Player punts 51 yards, touchback",-0.130,-0.280
3,4:19,1,10,NWE 20,3,20,Tom Brady pass complete short right to Ben Watson for 7 yards (tackle by D'Qwell Jackson),0.280,0.680
3,3:39,2,3,NWE 27,3,20,Tom Brady pass incomplete deep left intended for Sammy Morris,0.680,-0.030
3,3:35,3,3,NWE 27,3,20,"Sammy Morris left end for 5 yards (tackle by Brodney Pool and D'Qwell Jackson). Penalty on Donte Stallworth: Offensive Holding, 10 yards",-0.030,-0.690
3,3:13,3,8,NWE 22,3,20,Tom Brady pass incomplete deep right intended for Randy Moss,-0.690,-1.900
3,3:07,4,8,NWE 22,3,20,Chris Hanson punts 33 yards,-1.900,-1.930
3,3:00,1,10,CLE 45,3,20,Jason Wright left guard for 2 yards (tackle by Vince Wilfork and Mike Vrabel),1.930,1.650
3,2:20,2,8,CLE 47,3,20,Derek Anderson pass complete short right to Steve Heiden for 3 yards (tackle by Randall Gay),1.650,1.360
3,1:33,3,5,,3,20,Derek Anderson for 7 yards,1.360,2.720
3,1:04,1,10,NWE 43,3,20,Derek Anderson pass complete short left to Kellen Winslow Jr. for 9 yards (tackle by Tedy Bruschi),2.720,3.390
3,0:26,2,1,NWE 34,3,20,Jason Wright left end for 7 yards (tackle by Junior Seau),3.390,3.780
Quarter,Time,Down,ToGo,Location,CLE,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 27,3,20,Derek Anderson pass complete short left to Jason Wright for 6 yards (tackle by Ty Warren),3.780,4.040
4,14:16,2,4,NWE 21,9,20,"Derek Anderson pass complete deep left to Tim Carter for 21 yards, touchdown",4.040,7.000
4,,,,NWE 2,10,20,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,10,20,"Phil Dawson kicks off 41 yards, fair catch by Pierre Woods",0.000,0.870
4,14:10,1,10,NWE 29,10,20,Tom Brady pass complete short left to Sammy Morris for 5 yards (tackle by D'Qwell Jackson),0.870,1.000
4,13:35,2,5,NWE 34,10,20,Sammy Morris left tackle for 13 yards (tackle by Mike Adams and D'Qwell Jackson),1.000,2.060
4,12:57,1,10,NWE 47,10,20,Tom Brady pass complete short left to Jabar Gaffney for 5 yards (tackle by Daven Holly),2.060,2.190
4,12:14,2,5,CLE 48,10,20,Tom Brady pass complete short right to Randy Moss for 10 yards (tackle by Eric Wright),2.190,3.050
4,11:32,1,10,CLE 38,10,20,Tom Brady pass incomplete short right intended for Jabar Gaffney,3.050,2.510
4,11:26,2,10,CLE 38,10,20,Sammy Morris right end for 7 yards (tackle by D'Qwell Jackson and Sean Jones),2.510,2.740
4,10:40,3,3,CLE 31,10,20,Tom Brady pass complete short right to Wes Welker for 2 yards (tackle by Eric Wright),2.740,1.620
4,10:24,4,1,CLE 29,10,20,Sammy Morris left guard for 4 yards (tackle by Chaun Thompson),1.620,3.910
4,9:45,1,10,CLE 25,10,26,"Tom Brady pass complete deep right to Ben Watson for 25 yards, touchdown",3.910,7.000
4,,,,CLE 2,10,27,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,10,27,"Stephen Gostkowski kicks off 63 yards, returned by Josh Cribbs for 30 yards (tackle by Stephen Gostkowski)",0.000,1.400
4,9:34,1,10,CLE 37,10,27,Derek Anderson pass complete short right to Braylon Edwards for 12 yards,1.400,2.190
,,,,,,,"NWE challenged the pass completion ruling, and the play was upheld.",,
4,9:24,1,10,CLE 49,10,27,Derek Anderson pass incomplete short left intended for Braylon Edwards,2.190,1.650
4,9:19,2,10,CLE 49,10,27,Josh Cribbs right end for 11 yards (tackle by Asante Samuel),1.650,2.920
4,8:39,1,10,NWE 40,10,27,Derek Anderson pass incomplete short right intended for Braylon Edwards,2.920,2.370
4,8:33,2,10,NWE 40,10,27,Derek Anderson sacked by Vince Wilfork for -10 yards,2.370,0.370
4,8:04,,,,10,27,Timeout #1 by Cleveland Browns,0.000,0.370
4,8:04,3,20,,10,27,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,0.370,-0.060
4,7:53,4,20,,10,27,"Scott Player punts 43 yards. Penalty on Brandon Meriweather: Illegal Block Above the Waist, 7 yards",-0.060,0.380
4,7:42,1,10,NWE 7,10,27,Kyle Eckel left end for 1 yard (tackle by Andra Davis and Leon Williams),-0.380,-0.710
4,7:02,2,9,NWE 8,10,27,Tom Brady pass incomplete short left intended for Heath Evans,-0.710,-1.300
4,6:58,3,9,NWE 8,10,27,Tom Brady pass incomplete short left intended for Randy Moss,-1.300,-2.490
4,6:54,4,9,NWE 8,10,27,"Chris Hanson punts 38 yards, returned by Josh Cribbs for 11 yards (tackle by Eric Alexander)",-2.490,-3.250
4,6:44,1,10,NWE 35,10,27,Derek Anderson pass complete short left to Jason Wright for 21 yards (tackle by Adalius Thomas),3.250,4.650
4,6:01,1,10,NWE 14,16,27,"Derek Anderson pass complete short left to Kellen Winslow Jr. for 14 yards, touchdown",4.650,7.000
4,,,,NWE 2,17,27,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,17,27,"Phil Dawson kicks off 56 yards, returned by Wes Welker for 18 yards (tackle by Eric Wright)",0.000,1.070
4,5:51,1,10,NWE 32,17,27,Tom Brady pass incomplete deep right intended for Randy Moss,1.070,0.530
4,5:47,2,10,NWE 32,17,27,"Tom Brady pass complete short right to Ben Watson for 4 yards (tackle by Kamerion Wimbley). Penalty on Steve Neal: Offensive Holding, 10 yards (no play)",0.530,-0.820
4,5:23,2,20,NWE 22,17,27,Tom Brady pass complete deep middle to Ben Watson for 35 yards (tackle by Sean Jones),-0.820,2.720
4,4:43,1,10,CLE 43,17,27,Tom Brady pass incomplete short right intended for Wes Welker,2.720,2.180
4,4:38,2,10,CLE 43,17,27,Sammy Morris left end for 11 yards (tackle by Simon Fraser and Shaun Smith),2.180,3.450
4,3:53,1,10,CLE 32,17,27,Sammy Morris left guard for 8 yards (tackle by Mike Adams),3.450,3.980
4,3:09,2,2,CLE 24,17,27,Kyle Eckel right end for 10 yards (tackle by Leigh Bodden),3.980,4.650
4,2:25,1,10,CLE 14,17,27,Kyle Eckel up the middle for 1 yard (tackle by Kamerion Wimbley and D'Qwell Jackson),4.650,4.160
4,2:00,2,9,CLE 13,17,27,"Tom Brady pass incomplete short left intended for Ben Watson. Penalty on Sean Jones: Defensive Holding, 5 yards (no play)",4.160,5.370
4,1:56,1,8,CLE 8,17,27,Kyle Eckel left tackle for no gain (tackle by Robaire Smith and Shaun Smith),5.370,4.570
4,1:48,,,,17,27,Timeout #2 by Cleveland Browns,0.000,4.570
4,1:48,2,8,CLE 8,17,27,Kyle Eckel right tackle for 3 yards (tackle by Robaire Smith),4.570,4.260
4,1:43,,,,17,27,Timeout #3 by Cleveland Browns,0.000,4.260
4,1:43,3,5,CLE 5,17,27,Kyle Eckel right tackle for 1 yard (tackle by Andra Davis and Sean Jones),4.260,3.030
4,0:57,,,,17,27,Timeout #2 by New England Patriots,0.000,3.030
4,0:57,4,4,CLE 4,17,27,Tom Brady pass incomplete short left intended for Kyle Brady,3.030,0.380
4,0:52,1,10,CLE 4,17,33,"Derek Anderson pass complete short middle to Kellen Winslow Jr. for 11 yards (tackle by Randall Gay). Kellen Winslow Jr. fumbles (forced by Randall Gay), recovered by Randall Gay at CLE-15 and returned for 15 yards, touchdown",-0.380,-7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,CLE 2,17,34,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,17,34,"Stephen Gostkowski kicks off 47 yards, returned by Jason Wright for 19 yards (tackle by Mike Wright)",0.000,1.730
4,0:37,1,10,CLE 42,17,34,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,1.730,1.190
4,0:32,2,10,CLE 42,17,34,Derek Anderson pass complete deep middle to Braylon Edwards for 36 yards (tackle by James Sanders),1.190,4.110
4,0:24,1,10,NWE 22,17,34,Derek Anderson pass complete short left to Tim Carter for 12 yards (tackle by Ellis Hobbs),4.110,4.910
4,0:11,1,10,NWE 10,17,34,Derek Anderson spiked the ball,4.910,4.190
4,0:11,2,10,NWE 10,17,34,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,4.190,3.130
4,0:06,3,10,NWE 10,17,34,Derek Anderson pass incomplete short left intended for Braylon Edwards,3.130,2.760
4,0:01,4,10,NWE 10,17,34,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,2.760,-0.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
