Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2,12:44,2,10,IND 34,3,14,"Clinton Portis up the middle for 4 yards (tackle by Donald Strickland and Idrees Bashir). Penalty on Dan Neil: Offensive Holding, 10 yards (no play)",2.770,1.420
2,12:16,2,20,IND 44,3,14,Jake Plummer pass incomplete intended for Ashley Lelie,1.420,0.760
2,12:11,3,20,IND 44,3,14,Jake Plummer pass complete to Shannon Sharpe for 4 yards (tackle by David Thornton),0.760,0.590
2,11:27,4,16,IND 40,3,14,"Micah Knorr punts 40 yards, touchback",0.590,-0.280
2,11:17,1,10,IND 20,3,14,"Peyton Manning pass complete to Marcus Pollard for 25 yards (tackle by Lenny Walls). Marcus Pollard fumbles (forced by Lenny Walls), ball out of bounds at IND-45",0.280,1.930
2,11:01,1,10,IND 45,3,14,Edgerrin James right end for 8 yards (tackle by Sam Brandon),1.930,2.460
2,10:33,2,2,DEN 47,3,14,Edgerrin James right end for 2 yards (tackle by Lenny Walls),2.460,2.590
2,9:59,1,10,DEN 45,3,14,Peyton Manning pass complete to Edgerrin James for 1 yard (tackle by Jashon Sykes),2.590,2.180
2,9:26,2,9,DEN 44,3,14,Edgerrin James right guard for 7 yards (tackle by Trevor Pryce and Donnie Spragan),2.180,2.410
2,8:48,3,2,DEN 37,3,14,Peyton Manning pass complete to Brandon Stokley for 13 yards (tackle by Sam Brandon),2.410,3.970
2,8:08,1,10,DEN 24,3,14,Dominic Rhodes up the middle for 1 yard (tackle by Reggie Hayward),3.970,3.570
2,7:33,2,9,DEN 23,3,20,"Peyton Manning pass complete to Marvin Harrison for 23 yards, touchdown",3.570,7.000
2,,,,DEN 2,3,21,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,3,21,"Mike Vanderjagt kicks off 58 yards, returned by Reuben Droughns for 16 yards (tackle by Jason Doering)",0.000,0.810
2,7:20,1,10,DEN 28,3,21,Clinton Portis right end for 11 yards (tackle by Dwight Freeney),0.810,1.530
2,6:40,1,10,DEN 39,3,21,Clinton Portis right end for 5 yards (tackle by Rob Morris),1.530,1.660
2,5:59,2,5,DEN 44,3,21,Jake Plummer pass incomplete intended for Rod Smith (defended by Rob Morris),1.660,0.960
2,5:53,3,5,DEN 44,3,21,Jake Plummer pass complete to Dwayne Carswell for 7 yards (tackle by Gary Brackett),0.960,2.320
2,5:13,1,10,IND 49,3,21,Jake Plummer up the middle for 7 yards (tackle by Rob Morris),2.320,2.730
2,4:27,2,3,IND 42,3,21,Clinton Portis left guard for 6 yards (tackle by Donald Strickland),2.730,3.180
2,3:47,1,10,IND 36,3,21,"Jake Plummer pass complete to Shannon Sharpe for 6 yards (tackle by Marcus Washington). Penalty on Dan Neil: Chop Block, 15 yards (no play)",3.180,2.190
2,3:18,1,25,DEN 49,3,21,Clinton Portis right end for 4 yards (tackle by David Thornton),2.190,1.150
2,2:32,2,21,IND 47,3,21,Jake Plummer pass incomplete intended for Clinton Portis (defended by Robert Mathis),1.150,0.500
2,2:28,3,21,IND 47,3,21,Jake Plummer pass incomplete intended for Clinton Portis,0.500,0.130
2,2:23,4,21,IND 47,3,21,"Micah Knorr punts 40 yards. Penalty on Mike Anderson: Offensive Holding, 10 yards (no play)",0.130,-0.520
2,2:12,4,31,DEN 43,3,21,Micah Knorr punts 44 yards,-0.520,0.320
2,2:01,1,10,IND 13,3,27,"Peyton Manning pass complete to Brandon Stokley for 87 yards, touchdown",-0.320,7.000
2,,,,DEN 2,3,28,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,3,28,"Mike Vanderjagt kicks off 66 yards, returned by Reuben Droughns for 22 yards (tackle by Nick Harper)",0.000,0.670
2,1:45,1,10,DEN 26,3,28,Jake Plummer pass complete to Rod Smith for 18 yards (tackle by Idrees Bashir),0.670,1.860
2,1:20,1,10,DEN 44,3,28,"Penalty on Montae Reagor: Neutral Zone Infraction, 5 yards (no play)",1.860,2.590
2,1:15,1,5,DEN 49,3,28,Jake Plummer pass complete to Charlie Adams for 4 yards,2.590,2.530
2,1:14,2,1,IND 47,3,28,Jake Plummer pass complete to Dwayne Carswell for 5 yards (tackle by Nick Harper),2.530,2.790
2,1:08,,,,3,28,Timeout #1 by Denver Broncos,0.000,2.790
2,1:08,1,10,IND 42,3,28,"Jake Plummer pass complete to Dwayne Carswell for 3 yards (tackle by Nick Harper). Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",2.790,3.520
2,1:04,1,5,IND 37,3,28,Jake Plummer pass incomplete intended for Rod Smith is intercepted by David Macklin at IND-21 and returned for 21 yards (tackle by Shannon Sharpe),3.520,-1.730
2,0:55,1,10,IND 42,3,28,Peyton Manning pass complete to Marvin Harrison for 18 yards (tackle by Kenoy Kennedy),1.730,2.920
2,0:48,1,10,DEN 40,3,28,Peyton Manning pass complete to Marvin Harrison for 16 yards (tackle by Kelly Herndon),2.920,3.970
2,0:40,,,,3,28,Timeout #1 by Indianapolis Colts,0.000,3.970
2,0:40,1,10,DEN 24,3,28,Peyton Manning pass complete to Edgerrin James for 8 yards (tackle by Sam Brandon),3.970,4.650
2,0:29,,,,3,28,Timeout #2 by Indianapolis Colts,0.000,4.650
2,0:29,2,2,DEN 16,3,28,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Mario Fatafehi),4.650,5.140
2,0:08,1,9,DEN 9,3,28,Peyton Manning pass incomplete intended for Brandon Stokley,5.140,4.380
2,0:03,2,9,DEN 9,3,31,Mike Vanderjagt 27 yard field goal good,4.380,3.000
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,31,"Mike Vanderjagt kicks off 61 yards, returned by Reuben Droughns for 23 yards (tackle by Gary Brackett)",0.000,1.070
3,14:55,1,10,DEN 32,3,31,Quentin Griffin up the middle for 7 yards (tackle by Marcus Washington and Idrees Bashir),1.070,1.470
3,14:18,2,3,DEN 39,3,31,Jake Plummer pass complete to Rod Smith for 34 yards (tackle by Cory Bird),1.470,3.780
3,13:37,1,10,IND 27,3,31,"Jake Plummer pass complete to Clinton Portis for 9 yards (tackle by Rob Morris). Penalty on Dan Neil: Offensive Holding, 10 yards (no play)",3.780,3.120
3,13:09,1,20,IND 37,3,31,Jake Plummer pass complete to Clinton Portis for 10 yards (tackle by Walt Harris),3.120,3.230
3,12:25,2,10,IND 27,3,31,Clinton Portis left tackle for 4 yards (tackle by Brad Scioli),3.230,3.070
3,11:42,3,6,IND 23,3,31,Jake Plummer sacked by Montae Reagor for -5 yards,3.070,1.590
3,11:13,4,11,IND 28,3,31,"Jason Elam 46 yard field goal no good, blocked by Raheem Brock",1.590,-1.330
3,11:04,1,10,IND 36,3,31,Peyton Manning pass complete to Reggie Wayne for 8 yards (tackle by Kelly Herndon),1.330,1.870
3,11:04,2,2,IND 44,3,31,Edgerrin James up the middle for 6 yards (tackle by Sam Brandon),1.870,2.260
3,9:55,1,10,IND 50,3,31,Edgerrin James left guard for 2 yards (tackle by Trevor Pryce),2.260,1.980
3,9:24,2,8,DEN 48,3,31,Peyton Manning pass complete to Joe D. Davenport for 11 yards (tackle by Donnie Spragan),1.980,3.120
3,8:52,1,10,DEN 37,3,31,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Al Wilson),3.120,3.250
3,8:15,2,5,DEN 32,3,31,Edgerrin James right end for 7 yards (tackle by Kenoy Kennedy),3.250,3.910
3,7:32,1,10,DEN 25,3,31,Peyton Manning pass incomplete intended for Marvin Harrison,3.910,3.360
3,7:26,2,10,DEN 25,3,31,Dominic Rhodes up the middle for 4 yards (tackle by Sam Brandon),3.360,3.200
3,6:46,3,6,DEN 21,3,31,Peyton Manning pass complete to Brandon Stokley for 13 yards (tackle by Kenoy Kennedy),3.200,5.370
3,6:00,1,8,DEN 8,3,31,Dominic Rhodes up the middle for 1 yard (tackle by Sam Brandon and Bertrand Berry),5.370,4.760
3,5:28,2,7,DEN 7,3,31,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Jashon Sykes),4.760,3.810
3,5:24,3,7,DEN 7,3,37,"Peyton Manning pass complete to Reggie Wayne for 7 yards, touchdown",3.810,7.000
3,,,,DEN 2,3,38,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,3,38,"Mike Vanderjagt kicks off 70 yards, touchback",0.000,0.280
3,5:19,1,10,DEN 20,3,38,Jake Plummer pass complete to Shannon Sharpe for 8 yards (tackle by Marcus Washington),0.280,0.810
3,4:46,2,2,DEN 28,3,38,"Jake Plummer sacked by Dwight Freeney for -8 yards. Jake Plummer fumbles (forced by Dwight Freeney), recovered by Rob Morris at DEN-20 (tackle by Ashley Lelie)",0.810,-4.240
3,4:33,1,10,DEN 20,3,38,Edgerrin James up the middle for 3 yards (tackle by Bertrand Berry),4.240,4.120
3,3:50,2,7,DEN 17,3,38,Edgerrin James left end for 8 yards (tackle by Kenoy Kennedy),4.120,5.140
3,3:05,1,9,DEN 9,3,38,Edgerrin James up the middle for 4 yards (tackle by Al Wilson and Darius Holland),5.140,5.150
3,2:21,2,5,DEN 5,3,38,Edgerrin James up the middle for -4 yards (tackle by Al Wilson),5.150,3.360
3,1:38,3,9,DEN 9,3,38,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Donnie Spragan),3.360,3.040
3,0:59,4,3,DEN 3,3,41,Mike Vanderjagt 20 yard field goal good,3.040,3.000
3,,,,IND 30,3,41,"Mike Vanderjagt kicks off 61 yards, returned by Reuben Droughns for 18 yards (tackle by Gary Brackett)",0.000,0.740
3,0:50,1,10,DEN 27,3,41,Jake Plummer pass complete to Quentin Griffin for 11 yards (tackle by Walt Harris),0.740,1.470
3,0:15,1,10,DEN 38,3,41,Clinton Portis up the middle for no gain (tackle by Josh Williams),1.470,0.920
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,DEN 38,3,41,Clinton Portis right end for 3 yards (tackle by David Thornton),0.920,0.630
4,14:28,,,,3,41,Timeout #1 by Indianapolis Colts,0.000,0.630
4,14:28,3,7,DEN 41,3,41,Jake Plummer pass incomplete intended for Ashley Lelie is intercepted by David Macklin at IND-20 and returned for 31 yards (tackle by Ashley Lelie),0.630,-2.320
4,14:14,1,10,DEN 49,3,41,Edgerrin James left tackle for 11 yards (tackle by Jimmy Spencer and Kenoy Kennedy),2.320,3.050
4,13:30,1,10,DEN 38,3,41,"Edgerrin James up the middle for no gain (tackle by Mario Fatafehi). Edgerrin James fumbles (forced by Mario Fatafehi), recovered by Reggie Hayward at DEN-38 (tackle by Ryan Diem)",3.050,-1.470
4,13:22,1,10,DEN 38,3,41,Clinton Portis right tackle for 10 yards (tackle by Idrees Bashir),1.470,2.130
4,12:49,1,10,DEN 48,3,41,Clinton Portis up the middle for 3 yards (tackle by Dwight Freeney),2.130,1.990
4,12:16,2,7,IND 49,3,41,Clinton Portis up the middle for 2 yards (tackle by Gary Brackett),1.990,1.550
4,11:39,3,5,IND 47,3,41,Jake Plummer pass complete to Ashley Lelie for 7 yards (tackle by Rob Morris),1.550,2.920
4,11:00,1,10,IND 40,3,41,Jake Plummer pass complete to Charlie Adams for 14 yards (tackle by Rob Morris),2.920,3.840
4,10:20,1,10,IND 26,3,41,Clinton Portis left end for 7 yards (tackle by Raheem Brock),3.840,4.270
4,9:41,2,3,IND 19,3,41,Clinton Portis right end for -2 yards (tackle by Raheem Brock),4.270,3.270
4,9:01,3,5,IND 21,3,41,Jake Plummer pass complete to Reuben Droughns for 6 yards (tackle by Cory Bird),3.270,4.580
4,8:23,1,10,IND 15,3,41,Jake Plummer pass complete to Reuben Droughns for 2 yards (tackle by Walt Harris),4.580,4.280
4,8:02,2,8,IND 13,3,41,Jake Plummer pass incomplete intended for Clinton Portis,4.280,3.400
4,7:56,3,8,IND 13,3,41,Jake Plummer pass complete to Shannon Sharpe for 6 yards (tackle by David Macklin),3.400,3.000
4,7:11,4,2,IND 7,9,41,"Jake Plummer pass complete to Rod Smith for 7 yards, touchdown",3.000,7.000
4,,,,IND 2,10,41,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,10,41,"Jason Elam kicks onside 14 yards, recovered by Ricky Williams",0.000,2.650
4,7:03,1,10,DEN 44,10,41,Dominic Rhodes up the middle for 2 yards (tackle by Reggie Hayward),2.650,2.380
4,6:20,2,8,DEN 42,10,41,Brock Huard pass incomplete intended for Dominic Rhodes,2.380,1.690
4,6:17,3,8,DEN 42,10,41,Brock Huard pass complete to Reggie Wayne for 16 yards (tackle by Kenoy Kennedy),1.690,3.840
4,5:31,1,10,DEN 26,10,41,Ricky Williams right tackle for -1 yards (tackle by Monsanto Pope),3.840,3.160
4,4:47,2,11,DEN 27,10,41,Brock Huard pass complete to Troy Walters for 3 yards (tackle by Reggie Hayward),3.160,2.870
4,4:03,3,8,DEN 24,10,41,Brock Huard pass complete to Troy Walters for -1 yards (tackle by Willie Middlebrooks),2.870,1.800
4,3:19,4,9,DEN 25,10,41,Brock Huard pass complete to Troy Walters for -1 yards (tackle by Jashon Sykes),1.800,-0.670
4,3:13,1,10,DEN 26,10,41,Clinton Portis up the middle for 5 yards (tackle by Marcus Washington and Gary Brackett),0.670,0.810
4,2:33,2,5,DEN 31,10,41,Quentin Griffin right tackle for 19 yards (tackle by Cory Bird),0.810,2.260
4,2:00,1,10,IND 50,10,41,Quentin Griffin left end for 15 yards (tackle by Jason Doering),2.260,3.250
4,1:20,1,10,IND 35,10,41,Quentin Griffin up the middle for 4 yards (tackle by Keyon Whiteside and Gary Brackett),3.250,3.240
4,0:39,2,6,IND 31,10,41,Quentin Griffin right end for 8 yards (tackle by Gary Brackett),3.240,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
